metric_id,project_id,metric_name,metric_value,recorded_date
MET002312,PROJ000244,Deployment Frequency,8.66,2025-06-10
MET002313,PROJ000091,Deployment Frequency,55.96,2026-03-20
MET002314,PROJ000127,Net Promoter Score,49.36,2024-11-13
MET002315,PROJ000151,Retention Rate,8.69,2026-03-11
MET002316,PROJ000082,Sprint Velocity,65.58,2025-07-04
MET002317,PROJ000036,Customer Satisfaction,63.46,2026-05-28
MET002318,PROJ000186,Bug Resolution Rate,47.07,2025-07-13
MET002319,PROJ000125,Retention Rate,64.34,2024-11-14
MET002320,PROJ000029,Monthly Active Users,65.15,2025-03-31
MET002321,PROJ000082,Feature Adoption,81.88,2025-02-22
MET002322,PROJ000056,Monthly Active Users,34.57,2026-02-15
MET002323,PROJ000141,Feature Adoption,46.64,2026-03-06
MET002324,PROJ000039,Bug Resolution Rate,80.09,2025-04-19
MET002325,PROJ000150,Sprint Velocity,17.6,2025-12-10
MET002326,PROJ000197,Monthly Active Users,14.35,2026-03-22
MET002327,PROJ000086,Retention Rate,14.6,2025-06-15
MET002328,PROJ000233,Sprint Velocity,4.83,2025-08-16
MET002329,PROJ000104,Feature Adoption,90.75,2026-01-15
MET002330,PROJ000111,Feature Adoption,12.06,2025-07-12
MET002331,PROJ000237,Feature Adoption,60.96,2024-08-11
MET002332,PROJ000250,Feature Completion,99.63,2025-10-24
MET002333,PROJ000051,Deployment Frequency,72.65,2024-09-24
MET002334,PROJ000153,Sprint Velocity,66.65,2025-04-12
MET002335,PROJ000090,Deployment Frequency,27.91,2026-03-19
MET002336,PROJ000121,Net Promoter Score,22.71,2025-11-27
MET002337,PROJ000060,Retention Rate,3.29,2026-03-13
MET002338,PROJ000101,Average Response Time,18.88,2025-10-01
MET002339,PROJ000094,Bug Resolution Rate,30.41,2024-12-13
MET002340,PROJ000205,Monthly Active Users,82.81,2025-03-17
MET002341,PROJ000022,Monthly Active Users,28.31,2025-07-21
MET002342,PROJ000055,Bug Resolution Rate,41.83,2025-04-28
MET002343,PROJ000030,Deployment Frequency,39.7,2024-11-01
MET002344,PROJ000060,Retention Rate,63.39,2026-05-09
MET002345,PROJ000069,Deployment Frequency,34.21,2026-07-04
MET002346,PROJ000228,Feature Adoption,10.32,2026-05-28
MET002347,PROJ000001,Sprint Velocity,79.92,2026-03-18
MET002348,PROJ000236,Net Promoter Score,45.24,2025-07-09
MET002349,PROJ000201,Retention Rate,28.58,2025-03-22
MET002350,PROJ000222,Feature Completion,45.19,2025-11-14
MET002351,PROJ000052,Sprint Velocity,99.18,2025-05-05
MET002352,PROJ000104,Customer Satisfaction,28.64,2025-07-13
MET002353,PROJ000088,Feature Adoption,18.78,2024-12-10
MET002354,PROJ000089,Feature Adoption,53.37,2026-05-14
MET002355,PROJ000243,Net Promoter Score,10.93,2025-12-06
MET002356,PROJ000115,Average Response Time,53.02,2025-07-19
MET002357,PROJ000138,Feature Adoption,85.41,2025-12-30
MET002358,PROJ000087,Net Promoter Score,29.07,2026-06-29
MET002359,PROJ000038,Customer Satisfaction,77.29,2025-04-02
MET002360,PROJ000100,Monthly Active Users,67.46,2026-02-09
MET002361,PROJ000196,Deployment Frequency,66.12,2026-03-03
MET002362,PROJ000112,Retention Rate,19.24,2025-03-30
MET002363,PROJ000007,Retention Rate,76.7,2026-04-03
MET002364,PROJ000244,Net Promoter Score,40.23,2025-09-02
MET002365,PROJ000211,Customer Satisfaction,96.06,2025-06-16
MET002366,PROJ000024,Deployment Frequency,90.12,2026-01-07
MET002367,PROJ000244,Feature Adoption,94.41,2026-06-13
MET002368,PROJ000243,Feature Completion,88.64,2025-07-31
MET002369,PROJ000072,Deployment Frequency,9.81,2026-03-10
MET002370,PROJ000031,Average Response Time,79.32,2025-12-25
MET002371,PROJ000045,Retention Rate,82.91,2025-02-18
MET002372,PROJ000046,Bug Resolution Rate,37.75,2025-03-11
MET002373,PROJ000204,Average Response Time,72.1,2025-07-27
MET002374,PROJ000064,Customer Satisfaction,41.99,2026-07-10
MET002375,PROJ000127,Feature Completion,68.6,2024-11-16
MET002376,PROJ000135,Feature Completion,9.4,2024-08-21
MET002377,PROJ000059,Average Response Time,75.68,2026-01-05
MET002378,PROJ000101,Sprint Velocity,64.23,2025-09-27
MET002379,PROJ000203,Deployment Frequency,72.5,2025-07-16
MET002380,PROJ000223,Bug Resolution Rate,24.82,2024-12-14
MET002381,PROJ000126,Sprint Velocity,10.55,2026-03-02
MET002382,PROJ000086,Feature Completion,64.13,2026-01-21
MET002383,PROJ000091,Sprint Velocity,76.15,2024-12-30
MET002384,PROJ000199,Retention Rate,47.81,2025-12-10
MET002385,PROJ000211,Customer Satisfaction,1.08,2024-10-11
MET002386,PROJ000236,Retention Rate,23.72,2025-10-14
MET002387,PROJ000169,Sprint Velocity,78.04,2025-01-30
MET002388,PROJ000198,Customer Satisfaction,27.61,2026-01-09
MET002389,PROJ000240,Average Response Time,73.95,2025-06-02
MET002390,PROJ000097,Sprint Velocity,76.25,2025-09-11
MET002391,PROJ000065,Retention Rate,30.05,2024-09-08
MET002392,PROJ000037,Average Response Time,57.92,2025-11-18
MET002393,PROJ000073,Bug Resolution Rate,80.15,2024-09-05
MET002394,PROJ000065,Sprint Velocity,41.58,2026-04-06
MET002395,PROJ000097,Feature Adoption,28.71,2024-12-12
MET002396,PROJ000161,Feature Adoption,0.29,2024-12-08
MET002397,PROJ000190,Average Response Time,85.32,2024-08-03
MET002398,PROJ000146,Monthly Active Users,4.48,2026-06-27
MET002399,PROJ000041,Monthly Active Users,14.03,2025-10-28
MET002400,PROJ000070,Retention Rate,60.2,2025-04-27
MET002401,PROJ000029,Net Promoter Score,84.81,2025-01-20
MET002402,PROJ000052,Deployment Frequency,55.34,2026-01-14
MET002403,PROJ000168,Monthly Active Users,38.75,2025-12-18
MET002404,PROJ000191,Customer Satisfaction,81.45,2026-07-04
MET002405,PROJ000244,Average Response Time,65.54,2025-03-19
MET002406,PROJ000218,Net Promoter Score,81.07,2024-09-11
MET002407,PROJ000124,Monthly Active Users,42.94,2025-03-02
MET002408,PROJ000111,Feature Completion,98.39,2024-10-12
MET002409,PROJ000122,Monthly Active Users,92.8,2026-01-12
MET002410,PROJ000142,Sprint Velocity,2.13,2025-07-02
MET002411,PROJ000044,Monthly Active Users,94.52,2025-10-02
MET002412,PROJ000221,Net Promoter Score,79.74,2025-07-14
MET002413,PROJ000218,Feature Adoption,4.87,2025-06-19
MET002414,PROJ000026,Monthly Active Users,3.41,2026-03-12
MET002415,PROJ000242,Feature Completion,51.46,2025-01-04
MET002416,PROJ000237,Sprint Velocity,53.04,2025-08-30
MET002417,PROJ000210,Average Response Time,20.08,2024-08-14
MET002418,PROJ000201,Retention Rate,18.05,2026-05-02
MET002419,PROJ000145,Deployment Frequency,24.1,2025-12-29
MET002420,PROJ000230,Bug Resolution Rate,31.93,2025-07-13
MET002421,PROJ000075,Sprint Velocity,28.65,2025-06-08
MET002422,PROJ000015,Retention Rate,54.4,2024-12-23
MET002423,PROJ000238,Retention Rate,14.84,2025-04-01
MET002424,PROJ000020,Average Response Time,47.87,2025-12-16
MET002425,PROJ000038,Feature Adoption,42.26,2024-12-20
MET002426,PROJ000243,Bug Resolution Rate,28.25,2025-08-11
MET002427,PROJ000186,Retention Rate,60.43,2025-11-12
MET002428,PROJ000214,Feature Adoption,59.72,2026-01-03
MET002429,PROJ000235,Monthly Active Users,80.89,2024-08-29
MET002430,PROJ000034,Average Response Time,84.07,2026-07-01
MET002431,PROJ000205,Customer Satisfaction,64.09,2026-03-16
MET002432,PROJ000050,Customer Satisfaction,40.01,2026-07-06
MET002433,PROJ000055,Feature Adoption,82.01,2025-11-23
MET002434,PROJ000234,Average Response Time,83.39,2025-06-29
MET002435,PROJ000019,Feature Adoption,64.22,2026-04-26
MET002436,PROJ000065,Bug Resolution Rate,85.93,2025-12-17
MET002437,PROJ000028,Sprint Velocity,9.95,2025-05-09
MET002438,PROJ000009,Monthly Active Users,62.73,2026-03-02
MET002439,PROJ000058,Customer Satisfaction,21.24,2025-04-04
MET002440,PROJ000103,Feature Adoption,8.45,2026-05-27
MET002441,PROJ000169,Sprint Velocity,21.52,2026-05-13
MET002442,PROJ000224,Bug Resolution Rate,90.6,2025-05-14
MET002443,PROJ000191,Net Promoter Score,36.16,2025-08-22
MET002444,PROJ000224,Sprint Velocity,25.69,2026-03-04
MET002445,PROJ000091,Retention Rate,18.37,2024-09-23
MET002446,PROJ000067,Bug Resolution Rate,10.48,2025-09-06
MET002447,PROJ000233,Monthly Active Users,22.81,2026-07-17
MET002448,PROJ000054,Average Response Time,42.08,2025-02-15
MET002449,PROJ000035,Average Response Time,10.34,2025-10-25
MET002450,PROJ000132,Feature Adoption,5.7,2025-09-27
MET002451,PROJ000194,Sprint Velocity,34.02,2025-01-18
MET002452,PROJ000228,Customer Satisfaction,60.48,2025-08-24
MET002453,PROJ000039,Bug Resolution Rate,85.54,2026-07-01
MET002454,PROJ000081,Monthly Active Users,84.04,2026-06-19
MET002455,PROJ000062,Customer Satisfaction,55.31,2026-07-14
MET002456,PROJ000158,Net Promoter Score,84.4,2026-07-16
MET002457,PROJ000042,Bug Resolution Rate,30.88,2025-05-22
MET002458,PROJ000097,Customer Satisfaction,38.54,2025-06-10
MET002459,PROJ000091,Feature Completion,60.46,2024-08-17
MET002460,PROJ000236,Feature Adoption,58.7,2025-07-09
MET002461,PROJ000049,Net Promoter Score,45.22,2026-04-30
MET002462,PROJ000155,Average Response Time,95.01,2026-05-05
MET002463,PROJ000238,Customer Satisfaction,85.24,2024-08-20
MET002464,PROJ000158,Customer Satisfaction,76.67,2025-09-22
MET002465,PROJ000061,Monthly Active Users,91.15,2025-10-23
MET002466,PROJ000069,Monthly Active Users,38.98,2025-12-29
MET002467,PROJ000050,Bug Resolution Rate,77.35,2025-09-09
MET002468,PROJ000098,Feature Completion,1.67,2026-02-10
MET002469,PROJ000023,Monthly Active Users,14.27,2024-09-18
MET002470,PROJ000175,Retention Rate,90.91,2026-06-02
MET002471,PROJ000218,Average Response Time,75.46,2025-11-08
MET002472,PROJ000225,Net Promoter Score,35.48,2025-06-15
MET002473,PROJ000026,Bug Resolution Rate,0.91,2024-09-25
MET002474,PROJ000239,Customer Satisfaction,7.87,2025-12-12
MET002475,PROJ000143,Monthly Active Users,75.65,2025-06-05
MET002476,PROJ000211,Feature Completion,89.84,2025-01-10
MET002477,PROJ000176,Net Promoter Score,17.09,2026-03-19
MET002478,PROJ000161,Net Promoter Score,33.15,2025-08-06
MET002479,PROJ000224,Monthly Active Users,17.39,2025-01-21
MET002480,PROJ000069,Bug Resolution Rate,29.13,2024-11-30
MET002481,PROJ000016,Feature Adoption,65.97,2026-06-14
MET002482,PROJ000087,Bug Resolution Rate,14.08,2025-02-12
MET002483,PROJ000069,Deployment Frequency,47.02,2025-08-22
MET002484,PROJ000077,Average Response Time,82.86,2025-01-13
MET002485,PROJ000183,Feature Completion,93.05,2026-03-04
MET002486,PROJ000180,Retention Rate,68.21,2025-06-06
MET002487,PROJ000053,Sprint Velocity,96.98,2025-01-02
MET002488,PROJ000146,Net Promoter Score,4.19,2026-05-01
MET002489,PROJ000175,Feature Completion,4.18,2025-08-07
MET002490,PROJ000055,Net Promoter Score,17.05,2024-10-26
MET002491,PROJ000068,Retention Rate,15.12,2026-01-05
MET002492,PROJ000114,Average Response Time,76.85,2025-06-07
MET002493,PROJ000205,Customer Satisfaction,31.03,2025-06-27
MET002494,PROJ000112,Retention Rate,35.55,2026-07-03
MET002495,PROJ000105,Average Response Time,90.93,2024-08-29
MET002496,PROJ000236,Customer Satisfaction,67.22,2026-06-20
MET002497,PROJ000077,Bug Resolution Rate,43.19,2026-06-19
MET002498,PROJ000249,Average Response Time,14.54,2025-04-28
MET002499,PROJ000060,Bug Resolution Rate,19.1,2026-06-17
MET002500,PROJ000165,Feature Completion,97.15,2024-12-01
MET002501,PROJ000235,Bug Resolution Rate,68.42,2026-05-14
MET002502,PROJ000090,Deployment Frequency,66.95,2026-01-11
MET002503,PROJ000061,Bug Resolution Rate,67.62,2025-01-12
MET002504,PROJ000095,Deployment Frequency,40.2,2024-10-09
MET002505,PROJ000187,Retention Rate,41.83,2025-11-30
MET002506,PROJ000090,Bug Resolution Rate,31.43,2025-12-20
MET002507,PROJ000150,Feature Completion,98.4,2025-10-12
MET002508,PROJ000206,Net Promoter Score,27.01,2024-09-05
MET002509,PROJ000178,Customer Satisfaction,37.63,2026-07-06
MET002510,PROJ000052,Net Promoter Score,22.71,2026-04-30
MET002511,PROJ000016,Monthly Active Users,6.36,2025-05-06
MET002512,PROJ000050,Deployment Frequency,11.03,2026-03-16
MET002513,PROJ000043,Feature Completion,7.79,2025-10-19
MET002514,PROJ000157,Customer Satisfaction,53.13,2025-12-24
MET002515,PROJ000167,Bug Resolution Rate,37.27,2026-03-04
MET002516,PROJ000216,Bug Resolution Rate,88.01,2025-09-04
MET002517,PROJ000134,Feature Adoption,92.89,2026-05-28
MET002518,PROJ000040,Deployment Frequency,81.3,2025-08-01
MET002519,PROJ000123,Retention Rate,30.75,2024-10-18
MET002520,PROJ000192,Retention Rate,20.11,2025-04-11
MET002521,PROJ000044,Net Promoter Score,52.95,2024-11-03
MET002522,PROJ000126,Retention Rate,48.11,2026-07-01
MET002523,PROJ000194,Bug Resolution Rate,80.77,2026-06-19
MET002524,PROJ000249,Bug Resolution Rate,43.29,2024-10-09
MET002525,PROJ000153,Customer Satisfaction,60.24,2024-08-05
MET002526,PROJ000015,Bug Resolution Rate,28.34,2025-09-21
MET002527,PROJ000115,Retention Rate,41.21,2025-06-15
MET002528,PROJ000032,Deployment Frequency,34.82,2025-09-03
MET002529,PROJ000163,Feature Adoption,29.4,2026-06-15
MET002530,PROJ000155,Net Promoter Score,54.63,2026-07-03
MET002531,PROJ000225,Monthly Active Users,10.37,2025-10-24
MET002532,PROJ000092,Sprint Velocity,82.37,2026-03-17
MET002533,PROJ000222,Average Response Time,23.11,2025-10-14
MET002534,PROJ000011,Feature Adoption,94.1,2025-02-16
MET002535,PROJ000096,Average Response Time,14.22,2025-10-24
MET002536,PROJ000150,Retention Rate,60.55,2026-03-11
MET002537,PROJ000015,Bug Resolution Rate,60.4,2025-04-17
MET002538,PROJ000044,Net Promoter Score,0.75,2026-02-14
MET002539,PROJ000221,Retention Rate,30.01,2025-01-22
MET002540,PROJ000028,Net Promoter Score,63.93,2025-07-15
MET002541,PROJ000092,Net Promoter Score,12.34,2025-10-28
MET002542,PROJ000187,Bug Resolution Rate,78.14,2024-09-17
MET002543,PROJ000026,Sprint Velocity,43.72,2024-11-24
MET002544,PROJ000222,Bug Resolution Rate,91.45,2026-03-26
MET002545,PROJ000001,Deployment Frequency,37.75,2025-04-17
MET002546,PROJ000207,Feature Adoption,15.13,2025-09-07
MET002547,PROJ000010,Net Promoter Score,77.88,2024-10-16
MET002548,PROJ000136,Deployment Frequency,88.56,2025-06-18
MET002549,PROJ000196,Bug Resolution Rate,78.59,2025-06-14
MET002550,PROJ000182,Monthly Active Users,1.82,2026-02-23
MET002551,PROJ000132,Deployment Frequency,45.86,2025-09-07
MET002552,PROJ000149,Retention Rate,49.42,2026-01-17
MET002553,PROJ000181,Retention Rate,2.03,2025-03-28
MET002554,PROJ000118,Retention Rate,80.07,2025-05-16
MET002555,PROJ000086,Feature Adoption,20.74,2026-05-09
MET002556,PROJ000219,Net Promoter Score,72.3,2026-06-08
MET002557,PROJ000121,Bug Resolution Rate,48.96,2025-04-08
MET002558,PROJ000190,Feature Adoption,24.01,2026-07-15
MET002559,PROJ000143,Sprint Velocity,61.98,2026-06-18
MET002560,PROJ000076,Sprint Velocity,6.57,2024-10-10
MET002561,PROJ000145,Feature Completion,47.93,2025-03-26
MET002562,PROJ000178,Sprint Velocity,37.91,2024-07-23
MET002563,PROJ000036,Deployment Frequency,74.11,2024-12-06
MET002564,PROJ000089,Net Promoter Score,81.43,2024-12-30
MET002565,PROJ000203,Deployment Frequency,87.54,2025-08-16
MET002566,PROJ000009,Retention Rate,10.52,2025-06-05
MET002567,PROJ000194,Customer Satisfaction,85.06,2026-07-10
MET002568,PROJ000117,Feature Adoption,44.13,2025-08-28
MET002569,PROJ000028,Feature Adoption,61.84,2025-11-13
MET002570,PROJ000165,Customer Satisfaction,80.43,2024-12-23
MET002571,PROJ000112,Net Promoter Score,30.69,2024-11-23
MET002572,PROJ000134,Deployment Frequency,16.41,2025-06-24
MET002573,PROJ000055,Retention Rate,60.04,2024-08-12
MET002574,PROJ000204,Average Response Time,92.22,2025-01-09
MET002575,PROJ000021,Retention Rate,74.63,2026-07-17
MET002576,PROJ000009,Sprint Velocity,23.62,2025-10-08
MET002577,PROJ000144,Feature Completion,62.82,2024-11-19
MET002578,PROJ000088,Net Promoter Score,61.06,2025-10-04
MET002579,PROJ000010,Deployment Frequency,78.99,2026-05-18
MET002580,PROJ000041,Bug Resolution Rate,7.5,2026-04-11
MET002581,PROJ000047,Customer Satisfaction,51.44,2026-01-10
MET002582,PROJ000135,Feature Adoption,1.91,2025-09-15
MET002583,PROJ000125,Feature Adoption,13.55,2025-12-10
MET002584,PROJ000029,Retention Rate,64.78,2025-03-08
MET002585,PROJ000059,Sprint Velocity,80.26,2025-10-09
MET002586,PROJ000032,Monthly Active Users,68.35,2024-10-22
MET002587,PROJ000140,Customer Satisfaction,8.66,2024-08-21
MET002588,PROJ000146,Bug Resolution Rate,0.48,2024-08-16
MET002589,PROJ000089,Feature Adoption,25.44,2025-04-03
MET002590,PROJ000089,Bug Resolution Rate,43.87,2024-12-23
MET002591,PROJ000032,Monthly Active Users,92.23,2025-03-28
MET002592,PROJ000196,Deployment Frequency,7.94,2024-11-30
MET002593,PROJ000214,Net Promoter Score,49.49,2025-02-12
MET002594,PROJ000085,Average Response Time,8.61,2025-03-13
MET002595,PROJ000071,Retention Rate,60.01,2024-12-20
MET002596,PROJ000114,Deployment Frequency,61.77,2024-11-24
MET002597,PROJ000234,Retention Rate,3.31,2026-04-29
MET002598,PROJ000137,Retention Rate,13.53,2024-11-01
MET002599,PROJ000033,Deployment Frequency,24.62,2025-08-26
MET002600,PROJ000218,Customer Satisfaction,60.65,2025-08-07
MET002601,PROJ000037,Feature Completion,56.11,2025-04-02
MET002602,PROJ000020,Sprint Velocity,87.67,2025-07-15
MET002603,PROJ000227,Retention Rate,64.29,2024-10-25
MET002604,PROJ000225,Retention Rate,18.21,2024-09-04
MET002605,PROJ000048,Feature Adoption,14.05,2025-01-01
MET002606,PROJ000159,Net Promoter Score,80.89,2025-09-21
MET002607,PROJ000035,Net Promoter Score,94.89,2025-05-24
MET002608,PROJ000165,Deployment Frequency,87.69,2024-09-15
MET002609,PROJ000209,Customer Satisfaction,65.93,2025-09-24
MET002610,PROJ000182,Customer Satisfaction,64.71,2025-11-01
MET002611,PROJ000045,Retention Rate,89.08,2025-06-22
MET002612,PROJ000182,Retention Rate,36.32,2025-01-04
MET002613,PROJ000073,Customer Satisfaction,44.81,2024-11-21
MET002614,PROJ000006,Net Promoter Score,18.71,2026-04-20
MET002615,PROJ000131,Sprint Velocity,7.6,2026-02-05
MET002616,PROJ000223,Net Promoter Score,23.8,2024-11-08
MET002617,PROJ000148,Bug Resolution Rate,66.45,2026-02-08
MET002618,PROJ000034,Net Promoter Score,6.83,2026-05-01
MET002619,PROJ000135,Retention Rate,92.9,2026-05-31
MET002620,PROJ000059,Bug Resolution Rate,90.04,2025-09-27
MET002621,PROJ000137,Feature Adoption,72.17,2025-12-24
MET002622,PROJ000091,Net Promoter Score,38.88,2025-09-27
MET002623,PROJ000207,Sprint Velocity,71.92,2025-10-21
MET002624,PROJ000217,Average Response Time,81.53,2025-10-22
MET002625,PROJ000096,Average Response Time,98.47,2024-09-22
MET002626,PROJ000069,Net Promoter Score,22.4,2025-05-12
MET002627,PROJ000144,Monthly Active Users,72.69,2025-03-11
MET002628,PROJ000084,Average Response Time,53.97,2025-03-17
MET002629,PROJ000122,Retention Rate,53.28,2025-02-25
MET002630,PROJ000075,Retention Rate,24.16,2024-10-30
MET002631,PROJ000170,Bug Resolution Rate,30.74,2025-10-23
MET002632,PROJ000237,Retention Rate,67.08,2024-09-07
MET002633,PROJ000197,Net Promoter Score,75.07,2026-05-27
MET002634,PROJ000195,Customer Satisfaction,98.21,2025-10-18
MET002635,PROJ000035,Net Promoter Score,44.48,2025-02-15
MET002636,PROJ000058,Net Promoter Score,44.23,2025-10-12
MET002637,PROJ000198,Customer Satisfaction,65.36,2025-10-29
MET002638,PROJ000212,Net Promoter Score,59.27,2025-02-17
MET002639,PROJ000130,Sprint Velocity,70.54,2025-10-15
MET002640,PROJ000233,Bug Resolution Rate,90.25,2026-04-07
MET002641,PROJ000035,Deployment Frequency,56.6,2024-08-03
MET002642,PROJ000026,Feature Adoption,39.81,2025-11-09
MET002643,PROJ000182,Feature Completion,32.88,2026-04-05
MET002644,PROJ000094,Monthly Active Users,69.28,2025-12-13
MET002645,PROJ000136,Sprint Velocity,4.07,2025-10-03
MET002646,PROJ000028,Bug Resolution Rate,29.08,2025-01-20
MET002647,PROJ000059,Bug Resolution Rate,71.69,2025-08-10
MET002648,PROJ000167,Average Response Time,76.48,2024-10-07
MET002649,PROJ000177,Bug Resolution Rate,15.0,2024-07-25
MET002650,PROJ000232,Customer Satisfaction,43.23,2025-03-01
MET002651,PROJ000055,Feature Adoption,12.8,2024-11-07
MET002652,PROJ000069,Feature Adoption,39.56,2025-09-04
MET002653,PROJ000208,Customer Satisfaction,28.58,2025-05-28
MET002654,PROJ000028,Feature Completion,90.33,2024-07-26
MET002655,PROJ000160,Monthly Active Users,74.4,2024-09-16
MET002656,PROJ000019,Monthly Active Users,20.97,2025-12-14
MET002657,PROJ000167,Deployment Frequency,46.27,2025-11-09
MET002658,PROJ000242,Net Promoter Score,75.64,2025-03-27
MET002659,PROJ000065,Feature Completion,66.98,2024-07-23
MET002660,PROJ000144,Net Promoter Score,78.11,2025-09-14
MET002661,PROJ000193,Feature Completion,0.21,2026-04-06
MET002662,PROJ000156,Customer Satisfaction,14.06,2025-06-27
MET002663,PROJ000117,Bug Resolution Rate,75.78,2026-02-15
MET002664,PROJ000230,Net Promoter Score,68.6,2026-01-08
MET002665,PROJ000065,Deployment Frequency,98.66,2025-08-10
MET002666,PROJ000131,Feature Adoption,46.05,2025-07-30
MET002667,PROJ000212,Deployment Frequency,5.69,2025-05-22
MET002668,PROJ000217,Net Promoter Score,95.62,2024-12-12
MET002669,PROJ000050,Retention Rate,31.17,2024-12-11
MET002670,PROJ000178,Net Promoter Score,85.78,2025-05-12
MET002671,PROJ000122,Deployment Frequency,79.08,2025-06-15
MET002672,PROJ000058,Sprint Velocity,87.95,2024-11-19
MET002673,PROJ000061,Retention Rate,26.76,2026-07-01
MET002674,PROJ000005,Deployment Frequency,37.18,2025-12-22
MET002675,PROJ000176,Average Response Time,36.3,2025-03-13
MET002676,PROJ000096,Sprint Velocity,20.44,2024-11-21
MET002677,PROJ000144,Net Promoter Score,54.34,2025-05-27
MET002678,PROJ000123,Sprint Velocity,84.67,2026-04-02
MET002679,PROJ000008,Feature Completion,89.57,2026-05-05
MET002680,PROJ000136,Average Response Time,63.33,2025-01-27
MET002681,PROJ000009,Feature Adoption,84.49,2026-04-13
MET002682,PROJ000141,Deployment Frequency,63.94,2026-05-01
MET002683,PROJ000185,Customer Satisfaction,48.96,2025-11-24
MET002684,PROJ000167,Monthly Active Users,14.92,2024-09-29
MET002685,PROJ000145,Feature Completion,17.03,2025-06-20
MET002686,PROJ000246,Monthly Active Users,22.27,2026-05-13
MET002687,PROJ000060,Feature Completion,13.41,2025-12-06
MET002688,PROJ000236,Feature Completion,15.01,2025-02-24
MET002689,PROJ000116,Feature Completion,32.91,2025-12-11
MET002690,PROJ000183,Feature Adoption,73.18,2025-12-29
MET002691,PROJ000093,Net Promoter Score,60.35,2025-12-03
MET002692,PROJ000044,Average Response Time,43.65,2026-04-21
MET002693,PROJ000184,Average Response Time,29.3,2026-03-18
MET002694,PROJ000086,Feature Adoption,65.45,2025-10-18
MET002695,PROJ000047,Sprint Velocity,12.56,2026-04-15
MET002696,PROJ000216,Retention Rate,29.28,2025-12-15
MET002697,PROJ000249,Net Promoter Score,36.43,2025-03-31
MET002698,PROJ000146,Average Response Time,56.03,2025-02-06
MET002699,PROJ000019,Retention Rate,60.65,2025-08-19
MET002700,PROJ000208,Average Response Time,7.75,2025-08-06
MET002701,PROJ000243,Customer Satisfaction,48.2,2025-01-27
MET002702,PROJ000088,Sprint Velocity,68.44,2025-11-14
MET002703,PROJ000222,Average Response Time,76.09,2024-10-26
MET002704,PROJ000107,Average Response Time,72.55,2025-08-27
MET002705,PROJ000208,Deployment Frequency,70.35,2025-11-30
MET002706,PROJ000152,Monthly Active Users,94.09,2025-09-05
MET002707,PROJ000003,Feature Adoption,31.12,2026-04-29
MET002708,PROJ000096,Feature Completion,85.2,2025-11-24
MET002709,PROJ000220,Feature Completion,89.69,2026-07-11
MET002710,PROJ000090,Sprint Velocity,9.19,2026-06-02
MET002711,PROJ000115,Retention Rate,56.14,2025-09-29
MET002712,PROJ000133,Customer Satisfaction,57.28,2025-05-12
MET002713,PROJ000085,Sprint Velocity,65.92,2026-06-06
MET002714,PROJ000225,Feature Adoption,41.59,2025-11-20
MET002715,PROJ000213,Average Response Time,62.02,2024-08-27
MET002716,PROJ000065,Bug Resolution Rate,32.17,2025-07-01
MET002717,PROJ000135,Net Promoter Score,99.68,2025-06-07
MET002718,PROJ000184,Feature Adoption,19.34,2025-06-06
MET002719,PROJ000164,Retention Rate,40.82,2025-11-29
MET002720,PROJ000210,Feature Completion,94.69,2025-04-17
MET002721,PROJ000150,Monthly Active Users,9.77,2025-01-13
MET002722,PROJ000226,Deployment Frequency,39.94,2024-08-21
MET002723,PROJ000185,Deployment Frequency,57.81,2024-11-10
MET002724,PROJ000079,Deployment Frequency,47.94,2025-02-02
MET002725,PROJ000091,Net Promoter Score,55.47,2025-10-06
MET002726,PROJ000236,Deployment Frequency,18.57,2026-04-05
MET002727,PROJ000052,Monthly Active Users,48.02,2026-02-19
MET002728,PROJ000127,Customer Satisfaction,88.7,2024-11-09
MET002729,PROJ000118,Feature Completion,14.92,2024-08-10
MET002730,PROJ000152,Net Promoter Score,46.89,2026-03-26
MET002731,PROJ000037,Sprint Velocity,18.5,2024-11-12
MET002732,PROJ000208,Deployment Frequency,32.27,2026-07-13
MET002733,PROJ000145,Sprint Velocity,76.82,2025-01-02
MET002734,PROJ000245,Feature Adoption,90.94,2025-02-11
MET002735,PROJ000071,Sprint Velocity,81.37,2025-05-25
MET002736,PROJ000222,Sprint Velocity,17.97,2024-12-26
MET002737,PROJ000041,Bug Resolution Rate,39.88,2025-10-11
MET002738,PROJ000114,Feature Completion,15.04,2025-01-12
MET002739,PROJ000181,Feature Completion,18.73,2025-06-25
MET002740,PROJ000082,Sprint Velocity,8.66,2025-07-26
MET002741,PROJ000202,Monthly Active Users,24.27,2025-07-29
MET002742,PROJ000121,Feature Completion,36.74,2024-09-04
MET002743,PROJ000107,Average Response Time,17.7,2026-02-14
MET002744,PROJ000067,Sprint Velocity,23.79,2025-04-19
MET002745,PROJ000052,Customer Satisfaction,80.16,2024-10-13
MET002746,PROJ000250,Deployment Frequency,61.26,2025-12-16
MET002747,PROJ000206,Net Promoter Score,7.35,2025-05-22
MET002748,PROJ000081,Average Response Time,17.88,2026-02-06
MET002749,PROJ000134,Customer Satisfaction,86.86,2026-07-03
MET002750,PROJ000127,Retention Rate,95.53,2024-08-13
MET002751,PROJ000203,Average Response Time,6.78,2025-11-10
MET002752,PROJ000092,Customer Satisfaction,8.73,2025-07-19
MET002753,PROJ000243,Deployment Frequency,77.97,2024-09-05
