sprint_id,project_id,sprint_name,goal,status,start_date,end_date
SPR000526,PROJ000203,Sprint 526,Most meeting material high produce argue reveal difficult.,Planned,2025-12-12,2026-08-10
SPR000527,PROJ000129,Sprint 527,Just page at enough share.,Completed,2025-08-28,2026-02-09
SPR000528,PROJ000025,Sprint 528,Low common again bag collection step reflect center cultural.,Planned,2024-09-23,2025-05-15
SPR000529,PROJ000117,Sprint 529,Different boy real American recognize prove read.,Active,2025-02-25,2026-05-10
SPR000530,PROJ000032,Sprint 530,Open window ground official finally.,Active,2025-11-14,2026-08-05
SPR000531,PROJ000180,Sprint 531,My suddenly walk determine state.,Active,2026-04-08,2026-08-21
SPR000532,PROJ000098,Sprint 532,Say information feeling moment far.,Completed,2025-08-14,2025-12-10
SPR000533,PROJ000228,Sprint 533,Bed traditional nice experience reach travel.,Active,2025-01-09,2025-09-07
SPR000534,PROJ000154,Sprint 534,Watch call style strong small true gun.,Active,2024-07-24,2025-01-12
SPR000535,PROJ000215,Sprint 535,Section call growth without.,Planned,2024-08-10,2025-11-28
SPR000536,PROJ000146,Sprint 536,Sign indeed above figure suggest prove project later series chair.,Active,2025-02-24,2025-03-20
SPR000537,PROJ000174,Sprint 537,Third investment practice particular school.,Active,2025-10-23,2026-03-11
SPR000538,PROJ000122,Sprint 538,Them art stage often way it television during successful reality player.,Completed,2024-10-17,2025-12-22
SPR000539,PROJ000225,Sprint 539,Field goal generation need machine institution foot worker size.,Planned,2025-07-16,2026-07-03
SPR000540,PROJ000199,Sprint 540,Or test become your we total.,Completed,2024-11-04,2025-05-17
SPR000541,PROJ000228,Sprint 541,Old wife hundred light them subject drug need.,Completed,2024-10-25,2025-08-03
SPR000542,PROJ000159,Sprint 542,Develop safe attack whom writer policy.,Active,2024-08-19,2025-08-06
SPR000543,PROJ000186,Sprint 543,Watch per street customer avoid sister education.,Planned,2024-08-29,2024-11-08
SPR000544,PROJ000198,Sprint 544,Season special baby yourself set administration yourself total physical under.,Active,2026-02-14,2026-06-15
SPR000545,PROJ000021,Sprint 545,Our agency shake sister pressure off long show.,Planned,2025-04-05,2026-04-25
SPR000546,PROJ000084,Sprint 546,Simply report family visit trouble wide play into camera.,Completed,2025-10-09,2025-11-22
SPR000547,PROJ000062,Sprint 547,Notice especially reach lot.,Completed,2024-12-17,2026-02-09
SPR000548,PROJ000147,Sprint 548,Know product region short senior style available although.,Active,2025-06-01,2026-01-02
SPR000549,PROJ000246,Sprint 549,Blue leg make will matter raise exist surface voice less.,Planned,2025-02-06,2025-09-03
SPR000550,PROJ000069,Sprint 550,Positive concern high here walk best.,Planned,2025-01-10,2026-03-14
SPR000551,PROJ000145,Sprint 551,Reduce today either beyond glass nearly daughter including finally.,Active,2025-05-16,2026-03-04
SPR000552,PROJ000100,Sprint 552,A ground than culture international.,Planned,2025-08-18,2026-08-21
SPR000553,PROJ000222,Sprint 553,Especially operation hair nice go they let budget standard.,Planned,2025-04-08,2026-05-25
SPR000554,PROJ000211,Sprint 554,Letter list it report scene sit.,Completed,2024-10-07,2025-10-08
SPR000555,PROJ000098,Sprint 555,Mention good Republican fast human dream apply when enjoy.,Planned,2025-04-14,2025-12-25
SPR000556,PROJ000206,Sprint 556,Girl mean big what main environment fact.,Completed,2025-01-14,2025-08-19
SPR000557,PROJ000185,Sprint 557,Senior whole oil enjoy type pull.,Completed,2026-01-25,2026-02-05
SPR000558,PROJ000126,Sprint 558,Interview key consumer north half themselves individual.,Active,2025-05-16,2026-05-16
SPR000559,PROJ000044,Sprint 559,Total tax capital event create threat.,Active,2025-05-13,2026-06-20
SPR000560,PROJ000097,Sprint 560,Image share employee behind.,Active,2024-12-11,2026-01-05
SPR000561,PROJ000061,Sprint 561,Wide common town site eye central pull adult analysis quickly.,Active,2025-01-31,2026-01-01
SPR000562,PROJ000017,Sprint 562,Particularly night pattern artist production.,Completed,2024-10-26,2025-01-23
SPR000563,PROJ000042,Sprint 563,Analysis guess cause start else later later significant difficult white.,Planned,2025-03-06,2025-06-24
SPR000564,PROJ000078,Sprint 564,Citizen debate successful fear several computer hospital value into.,Planned,2025-02-16,2025-12-20
SPR000565,PROJ000202,Sprint 565,Role subject society national hear man station trip heart.,Planned,2024-12-08,2025-03-05
SPR000566,PROJ000175,Sprint 566,Rock mother billion power move.,Completed,2025-09-11,2026-06-17
SPR000567,PROJ000240,Sprint 567,Also series yet nearly American.,Completed,2025-06-20,2026-01-21
SPR000568,PROJ000096,Sprint 568,Thus area say involve wife big significant teacher meeting measure.,Planned,2025-07-25,2026-07-05
SPR000569,PROJ000053,Sprint 569,Resource guess medical travel then rate.,Planned,2025-01-11,2025-01-18
SPR000570,PROJ000008,Sprint 570,Him art night bad tax ten.,Completed,2024-10-17,2025-09-14
SPR000571,PROJ000236,Sprint 571,Agreement gas all small smile body provide husband or.,Planned,2025-07-22,2026-07-18
SPR000572,PROJ000094,Sprint 572,Over general gun answer do doctor article either.,Planned,2026-04-05,2026-05-23
SPR000573,PROJ000247,Sprint 573,Have likely three represent list try million decision actually.,Planned,2025-08-16,2026-02-27
SPR000574,PROJ000056,Sprint 574,Education place fill develop nothing difficult.,Active,2024-10-22,2026-06-23
SPR000575,PROJ000008,Sprint 575,A determine moment although bank.,Active,2024-09-11,2025-06-13
SPR000576,PROJ000149,Sprint 576,Course go gas full foot manage south less operation color society.,Completed,2025-03-05,2026-04-24
SPR000577,PROJ000048,Sprint 577,Four little should story together there wear.,Planned,2024-09-28,2025-10-09
SPR000578,PROJ000159,Sprint 578,Economy camera class street establish ago like serious fast.,Completed,2024-12-06,2026-01-30
SPR000579,PROJ000084,Sprint 579,Story above impact smile single increase know onto campaign.,Active,2025-07-10,2026-06-20
SPR000580,PROJ000131,Sprint 580,Big gun probably open TV talk land yes.,Completed,2025-05-18,2026-08-03
SPR000581,PROJ000107,Sprint 581,Side side land development newspaper front world third next anything.,Active,2024-08-20,2025-02-15
SPR000582,PROJ000061,Sprint 582,Election partner figure your president exactly his.,Planned,2025-09-24,2025-10-28
SPR000583,PROJ000181,Sprint 583,Shoulder mouth draw against change cell government would media.,Completed,2025-05-13,2026-08-02
SPR000584,PROJ000185,Sprint 584,Certainly century position million ahead body.,Active,2024-10-18,2025-10-13
SPR000585,PROJ000002,Sprint 585,Western anyone whether say market individual.,Active,2025-03-24,2026-05-20
SPR000586,PROJ000048,Sprint 586,Site his also feeling.,Active,2025-01-11,2025-08-30
SPR000587,PROJ000209,Sprint 587,None important treatment build author personal foot white our which.,Active,2025-05-25,2025-12-15
SPR000588,PROJ000101,Sprint 588,Serious near rich go sing including who wear already idea result.,Active,2024-12-26,2026-05-04
SPR000589,PROJ000126,Sprint 589,Serve education number board public eye according religious them.,Completed,2024-12-27,2025-03-01
SPR000590,PROJ000234,Sprint 590,Camera level station course owner happy hold across lose.,Active,2025-03-10,2025-09-23
SPR000591,PROJ000021,Sprint 591,Happy foot forget face wall fact side.,Completed,2025-06-22,2025-07-24
SPR000592,PROJ000213,Sprint 592,Ten stock seek product many event guess stage others.,Planned,2025-03-29,2025-09-03
SPR000593,PROJ000105,Sprint 593,White make machine on large only.,Completed,2025-07-05,2026-03-27
SPR000594,PROJ000180,Sprint 594,Measure within admit old final use.,Completed,2024-12-20,2025-07-31
SPR000595,PROJ000110,Sprint 595,Age eat race sense personal business the agreement film thus.,Planned,2026-02-22,2026-03-18
SPR000596,PROJ000052,Sprint 596,Event culture score police particularly.,Completed,2026-05-16,2026-08-18
SPR000597,PROJ000236,Sprint 597,Professional cost business professor I despite outside drug field space.,Active,2026-01-20,2026-02-20
SPR000598,PROJ000198,Sprint 598,Strong more example keep buy million administration physical treat offer.,Completed,2024-10-17,2026-01-16
SPR000599,PROJ000050,Sprint 599,Any whose four strong by fight tree wall course nation.,Active,2026-01-22,2026-06-06
SPR000600,PROJ000096,Sprint 600,Strong sit before later project red campaign religious factor.,Completed,2025-09-30,2026-06-12
SPR000601,PROJ000002,Sprint 601,Central purpose race remain.,Planned,2024-10-08,2026-04-26
SPR000602,PROJ000010,Sprint 602,Rock guess staff information north store view account officer carry.,Active,2024-12-05,2025-11-14
SPR000603,PROJ000183,Sprint 603,Else but security culture thought.,Completed,2025-02-16,2026-07-10
SPR000604,PROJ000224,Sprint 604,Before director bar one move newspaper.,Planned,2026-02-09,2026-07-31
SPR000605,PROJ000082,Sprint 605,Natural trade financial more people affect behind analysis set sound.,Planned,2024-10-18,2025-11-07
SPR000606,PROJ000189,Sprint 606,Arrive night skin source attention city.,Planned,2026-03-30,2026-05-11
SPR000607,PROJ000109,Sprint 607,Ten section range interest its air.,Completed,2025-01-20,2025-08-21
SPR000608,PROJ000118,Sprint 608,Little type lot blood cause surface indicate skin discover tree.,Completed,2025-02-08,2026-01-22
SPR000609,PROJ000164,Sprint 609,Value into decide finish challenge room increase read.,Active,2025-03-30,2025-09-19
SPR000610,PROJ000086,Sprint 610,This else forget subject music development arm back.,Active,2024-08-23,2025-08-05
SPR000611,PROJ000187,Sprint 611,Anyone though candidate whom Democrat herself.,Active,2026-04-04,2026-07-06
SPR000612,PROJ000028,Sprint 612,Under return particular PM simple pay keep up student economic charge.,Planned,2025-01-12,2026-01-10
SPR000613,PROJ000185,Sprint 613,Air center seat evidence meeting tree court country.,Active,2025-05-16,2026-04-30
SPR000614,PROJ000073,Sprint 614,Example anything kitchen main drug machine learn drug as wife.,Active,2025-11-17,2026-06-24
SPR000615,PROJ000042,Sprint 615,Occur argue data sister ask create sign tree special list.,Planned,2024-10-23,2025-10-28
SPR000616,PROJ000247,Sprint 616,Reason imagine no price call voice sort modern.,Completed,2024-08-04,2025-10-25
SPR000617,PROJ000049,Sprint 617,Look author day business seven difficult.,Active,2024-12-30,2025-10-10
SPR000618,PROJ000179,Sprint 618,Back foreign sit discover those way but remain.,Completed,2025-02-16,2025-11-08
SPR000619,PROJ000169,Sprint 619,Put likely police sport tough help.,Planned,2026-05-12,2026-07-09
SPR000620,PROJ000047,Sprint 620,Hour song TV technology analysis general.,Active,2024-12-24,2026-01-22
SPR000621,PROJ000144,Sprint 621,Evening shake large from project owner high single task.,Completed,2025-05-22,2025-11-03
SPR000622,PROJ000133,Sprint 622,Ahead item partner out type idea.,Completed,2025-10-30,2026-02-04
SPR000623,PROJ000158,Sprint 623,Day red break open loss receive discuss.,Planned,2025-10-02,2026-06-19
SPR000624,PROJ000024,Sprint 624,Responsibility rise paper police of market land improve.,Completed,2026-01-31,2026-06-03
SPR000625,PROJ000068,Sprint 625,Sell unit arrive military serious.,Completed,2026-02-08,2026-06-25
SPR000626,PROJ000176,Sprint 626,Baby toward trouble feel describe.,Completed,2026-06-16,2026-06-17
SPR000627,PROJ000021,Sprint 627,At order win today within down vote like every may most.,Completed,2024-09-05,2025-11-30
SPR000628,PROJ000090,Sprint 628,Mother fall risk senior but ago food group.,Completed,2025-09-10,2026-04-30
SPR000629,PROJ000100,Sprint 629,You physical plant range camera thousand join add high treatment.,Active,2024-12-12,2025-06-24
SPR000630,PROJ000106,Sprint 630,Space various fast watch always allow.,Completed,2025-07-13,2025-08-26
SPR000631,PROJ000100,Sprint 631,Though education old treat word movie.,Completed,2025-12-08,2026-07-11
SPR000632,PROJ000003,Sprint 632,Happy whose particular company institution former with impact run.,Active,2025-01-17,2026-01-30
SPR000633,PROJ000158,Sprint 633,Son crime painting staff.,Active,2025-03-15,2025-12-15
SPR000634,PROJ000058,Sprint 634,Site mean official himself store large.,Active,2025-07-21,2026-05-13
SPR000635,PROJ000075,Sprint 635,Event room bad these someone expect upon conference.,Completed,2025-09-08,2026-08-06
SPR000636,PROJ000174,Sprint 636,Life account group out maintain each begin especially.,Planned,2025-09-06,2026-01-29
SPR000637,PROJ000032,Sprint 637,Nothing land suffer toward audience response like ago since still.,Planned,2026-04-16,2026-04-30
SPR000638,PROJ000101,Sprint 638,Base maintain of wonder through attorney operation section.,Completed,2024-11-04,2024-12-18
SPR000639,PROJ000195,Sprint 639,Week day actually step still they recently voice range capital.,Planned,2025-07-04,2026-01-11
SPR000640,PROJ000091,Sprint 640,Discover prevent beyond relate major environment political you.,Completed,2025-07-22,2026-05-19
SPR000641,PROJ000178,Sprint 641,Appear data better strong get arm for you resource best manager.,Completed,2026-02-28,2026-07-13
SPR000642,PROJ000127,Sprint 642,Another investment talk when task tough consider.,Completed,2024-08-09,2025-07-04
SPR000643,PROJ000108,Sprint 643,Military name model road number case see.,Planned,2024-10-23,2025-05-04
SPR000644,PROJ000122,Sprint 644,Time save evening professor market standard.,Planned,2025-04-14,2026-02-16
SPR000645,PROJ000069,Sprint 645,Between fight lawyer hold affect blue hospital.,Completed,2025-01-30,2025-09-26
SPR000646,PROJ000051,Sprint 646,Figure rise job just.,Completed,2025-06-22,2026-04-16
SPR000647,PROJ000234,Sprint 647,Choose them strategy participant piece PM.,Active,2024-07-30,2025-10-09
SPR000648,PROJ000188,Sprint 648,Movement continue finish color seem big challenge analysis.,Planned,2026-04-21,2026-05-27
SPR000649,PROJ000038,Sprint 649,Magazine race attorney after establish different treat bag.,Planned,2025-08-23,2026-01-26
SPR000650,PROJ000157,Sprint 650,Pass general board herself all prove kitchen detail all north.,Completed,2026-02-05,2026-03-23
SPR000651,PROJ000092,Sprint 651,Option fear involve really cost series may citizen black.,Completed,2024-09-05,2026-04-14
SPR000652,PROJ000094,Sprint 652,Current program west its bank fact surface vote certainly debate.,Completed,2026-04-12,2026-05-11
SPR000653,PROJ000045,Sprint 653,Allow similar like while company difference.,Completed,2025-03-07,2025-05-19
SPR000654,PROJ000184,Sprint 654,Whether subject final article war put score provide.,Planned,2025-06-26,2025-11-24
SPR000655,PROJ000013,Sprint 655,Local foreign level spring girl quickly carry east interest perhaps.,Active,2024-09-05,2025-12-20
SPR000656,PROJ000039,Sprint 656,Question black sort expert several night action.,Active,2025-11-23,2025-12-20
SPR000657,PROJ000087,Sprint 657,Brother skill last quite away social.,Active,2025-08-19,2026-02-08
SPR000658,PROJ000168,Sprint 658,Understand young others case research street civil.,Planned,2025-06-22,2026-05-15
SPR000659,PROJ000184,Sprint 659,Factor five final miss list apply seven.,Completed,2025-09-27,2026-08-15
SPR000660,PROJ000228,Sprint 660,Pressure movie understand against word attack but officer.,Active,2024-11-14,2026-02-19
SPR000661,PROJ000041,Sprint 661,War minute look serious consumer list best child.,Active,2024-12-28,2025-06-23
SPR000662,PROJ000222,Sprint 662,Different PM determine standard like same.,Completed,2025-06-06,2025-06-29
SPR000663,PROJ000072,Sprint 663,Body town model wear edge.,Completed,2025-05-01,2026-07-14
SPR000664,PROJ000021,Sprint 664,Word catch situation when himself window yes tend reflect white.,Completed,2025-07-01,2026-06-16
SPR000665,PROJ000209,Sprint 665,Someone traditional station later environment teacher sort each pick.,Completed,2026-05-24,2026-08-11
SPR000666,PROJ000015,Sprint 666,Participant heart since exist capital both.,Planned,2025-11-17,2026-07-17
SPR000667,PROJ000195,Sprint 667,Series explain admit kitchen herself.,Active,2025-01-21,2025-03-06
SPR000668,PROJ000151,Sprint 668,Professor after area Mrs purpose.,Active,2025-11-24,2026-03-14
SPR000669,PROJ000248,Sprint 669,Career college career set necessary example effect list simply color.,Completed,2024-09-10,2026-01-03
SPR000670,PROJ000029,Sprint 670,Policy resource maintain truth newspaper education.,Active,2025-09-28,2025-12-24
SPR000671,PROJ000071,Sprint 671,Nation his enter just modern several enjoy.,Planned,2025-04-15,2026-07-22
SPR000672,PROJ000031,Sprint 672,Visit recently adult those around cause.,Planned,2024-08-14,2024-10-03
SPR000673,PROJ000147,Sprint 673,Use ready anything throw and no to.,Completed,2024-08-18,2025-07-23
SPR000674,PROJ000214,Sprint 674,She area popular ask beyond friend policy color near behind.,Completed,2024-08-10,2024-10-18
SPR000675,PROJ000065,Sprint 675,Six individual stay against watch on affect him.,Completed,2024-08-02,2025-02-16
SPR000676,PROJ000233,Sprint 676,City fight difference summer case.,Active,2024-08-13,2024-09-25
SPR000677,PROJ000163,Sprint 677,Get all forget foot democratic less wrong radio its too.,Active,2024-09-29,2025-12-30
SPR000678,PROJ000148,Sprint 678,Upon degree necessary somebody reduce page blood tough over talk.,Completed,2025-04-04,2025-09-24
SPR000679,PROJ000224,Sprint 679,Nice successful by likely building family include history organization yeah.,Planned,2024-10-28,2026-06-10
SPR000680,PROJ000230,Sprint 680,What be western central.,Completed,2025-01-06,2026-05-05
SPR000681,PROJ000227,Sprint 681,Community task our race step central.,Active,2026-05-28,2026-07-27
SPR000682,PROJ000182,Sprint 682,Science cover speak threat city buy game hard TV.,Planned,2025-08-28,2026-06-18
SPR000683,PROJ000118,Sprint 683,Prove day writer strong compare.,Planned,2024-09-26,2025-11-18
SPR000684,PROJ000175,Sprint 684,Challenge scene civil relationship lay rate.,Planned,2024-12-26,2025-08-12
SPR000685,PROJ000172,Sprint 685,Doctor lead Congress stay address wrong information now.,Planned,2025-07-14,2025-12-22
SPR000686,PROJ000219,Sprint 686,Guess report your get decide room rise anyone head.,Planned,2025-04-14,2026-05-28
SPR000687,PROJ000009,Sprint 687,Smile thank fire letter run former stuff agree issue.,Active,2024-07-24,2024-07-29
SPR000688,PROJ000233,Sprint 688,Event assume fight medical office fish much natural within.,Planned,2026-04-04,2026-04-22
SPR000689,PROJ000140,Sprint 689,Able letter company election.,Completed,2024-09-16,2025-08-03
SPR000690,PROJ000025,Sprint 690,Stock coach we want store foreign during book become.,Active,2025-08-28,2026-05-19
SPR000691,PROJ000235,Sprint 691,Best far particular first government fish walk single yes.,Planned,2024-12-19,2025-01-09
SPR000692,PROJ000053,Sprint 692,Everyone place subject century call financial trade.,Planned,2025-03-13,2025-06-13
SPR000693,PROJ000029,Sprint 693,Store we large there true base third budget almost image threat.,Active,2024-11-21,2025-02-25
SPR000694,PROJ000203,Sprint 694,Treat center education visit benefit course environmental design.,Planned,2024-09-28,2025-09-30
SPR000695,PROJ000048,Sprint 695,Rule especially understand resource wish authority.,Completed,2024-10-09,2025-06-22
SPR000696,PROJ000086,Sprint 696,Color choice sound feeling defense ahead writer capital media.,Active,2026-01-06,2026-06-21
SPR000697,PROJ000240,Sprint 697,Various realize life surface story artist difference think change enter.,Planned,2025-06-30,2025-08-30
SPR000698,PROJ000111,Sprint 698,Single attack prepare perform art away traditional walk appear open.,Active,2024-12-10,2025-07-28
SPR000699,PROJ000180,Sprint 699,Couple either pay set analysis many cell suffer history.,Completed,2024-12-18,2025-11-09
SPR000700,PROJ000002,Sprint 700,Of should performance my conference together what price reality letter.,Completed,2025-11-25,2025-12-03
SPR000701,PROJ000008,Sprint 701,Final in anything key address.,Completed,2026-05-07,2026-05-31
SPR000702,PROJ000022,Sprint 702,Civil suggest and less American church network value work.,Planned,2026-05-07,2026-07-12
SPR000703,PROJ000129,Sprint 703,Physical vote anyone door involve tonight high dream.,Planned,2025-03-30,2025-10-09
SPR000704,PROJ000190,Sprint 704,Carry last care within.,Completed,2025-04-06,2026-01-26
SPR000705,PROJ000025,Sprint 705,Down language star market five someone military high travel.,Active,2024-10-02,2026-07-07
SPR000706,PROJ000195,Sprint 706,High middle where let surface far past study with cover.,Active,2026-05-18,2026-08-16
SPR000707,PROJ000106,Sprint 707,Imagine Democrat entire race window prevent toward until reduce chair.,Completed,2025-01-06,2026-02-12
SPR000708,PROJ000157,Sprint 708,Education reach property performance fine exist behind fire task eye.,Active,2025-11-05,2026-07-25
SPR000709,PROJ000148,Sprint 709,After happy this fish back.,Active,2026-01-24,2026-06-06
SPR000710,PROJ000204,Sprint 710,Attention resource interesting also a discover past two better west.,Active,2025-01-31,2025-06-10
SPR000711,PROJ000148,Sprint 711,Possible later official discussion benefit.,Planned,2026-04-08,2026-06-17
SPR000712,PROJ000246,Sprint 712,Nice maybe special move claim contain.,Completed,2025-09-25,2026-07-24
SPR000713,PROJ000037,Sprint 713,Language price white book everything factor station development.,Completed,2024-11-02,2025-10-24
SPR000714,PROJ000184,Sprint 714,Remain indicate none explain pay now book western outside position.,Completed,2026-03-06,2026-08-11
SPR000715,PROJ000214,Sprint 715,Policy space college still now three decision whether easy.,Completed,2025-11-17,2026-01-06
SPR000716,PROJ000079,Sprint 716,Short wide guy one if.,Planned,2025-08-22,2026-04-28
SPR000717,PROJ000135,Sprint 717,Control different still executive focus main tough guess sort factor.,Completed,2025-02-28,2026-04-24
SPR000718,PROJ000224,Sprint 718,Cup meeting half morning space receive toward large whether.,Completed,2025-04-20,2026-04-12
SPR000719,PROJ000031,Sprint 719,Yes body continue of call.,Planned,2025-06-15,2026-03-21
SPR000720,PROJ000236,Sprint 720,Perhaps play center tonight thought.,Active,2026-06-20,2026-07-17
SPR000721,PROJ000055,Sprint 721,Little respond in friend evidence worker.,Planned,2025-11-13,2026-01-25
SPR000722,PROJ000175,Sprint 722,Turn peace she city his black look.,Completed,2026-04-30,2026-08-20
SPR000723,PROJ000196,Sprint 723,Support stage short yard apply western song around.,Planned,2025-06-27,2026-07-19
SPR000724,PROJ000065,Sprint 724,Medical discuss second color full despite doctor effect event.,Planned,2024-10-10,2025-11-19
SPR000725,PROJ000209,Sprint 725,Reality news mission drive analysis store station seek bill blood.,Active,2026-03-05,2026-07-23
SPR000726,PROJ000136,Sprint 726,Firm often building somebody side yet but visit.,Active,2025-09-13,2026-04-23
SPR000727,PROJ000109,Sprint 727,History old already watch happy clearly various doctor.,Active,2026-05-19,2026-07-22
SPR000728,PROJ000234,Sprint 728,Like final focus morning attention politics professional man.,Planned,2025-09-07,2026-06-20
SPR000729,PROJ000175,Sprint 729,Store agree television spend hope year.,Planned,2024-10-19,2025-01-03
SPR000730,PROJ000128,Sprint 730,In your rule teach agency.,Planned,2025-01-13,2026-03-13
SPR000731,PROJ000203,Sprint 731,Election health couple behind main feel accept picture beautiful.,Completed,2026-01-16,2026-02-09
SPR000732,PROJ000225,Sprint 732,Lawyer rule water message four.,Completed,2025-04-18,2025-10-20
SPR000733,PROJ000128,Sprint 733,Table example anything public energy cut alone against believe suffer.,Completed,2025-05-09,2025-05-15
SPR000734,PROJ000225,Sprint 734,Husband attorney hour institution too company phone.,Completed,2026-04-21,2026-08-18
SPR000735,PROJ000143,Sprint 735,Create else unit medical table partner above standard.,Completed,2024-09-25,2026-01-05
SPR000736,PROJ000162,Sprint 736,Watch big game now consumer put store single child almost.,Active,2025-12-24,2026-01-01
SPR000737,PROJ000120,Sprint 737,Possible guy standard recently simply on catch.,Active,2025-11-28,2026-05-10
SPR000738,PROJ000133,Sprint 738,Finish believe action will little woman out.,Planned,2026-01-12,2026-03-13
SPR000739,PROJ000043,Sprint 739,Compare ever morning peace.,Completed,2025-12-19,2026-03-23
SPR000740,PROJ000043,Sprint 740,Hit choose even talk likely very.,Completed,2025-02-02,2026-07-16
SPR000741,PROJ000059,Sprint 741,With on there poor natural.,Completed,2025-06-17,2025-09-12
SPR000742,PROJ000245,Sprint 742,Successful bring father recently personal career star fast.,Active,2025-02-27,2025-06-09
SPR000743,PROJ000160,Sprint 743,Cost relate student wait remain child partner author him finish.,Completed,2025-07-02,2026-05-10
SPR000744,PROJ000129,Sprint 744,Instead evening church speech why society mouth hotel attack.,Active,2024-09-10,2026-04-25
SPR000745,PROJ000049,Sprint 745,Think area front mention save nation pay increase save institution.,Planned,2026-01-05,2026-03-17
SPR000746,PROJ000192,Sprint 746,Fund thought quality catch state nor which.,Active,2025-11-10,2026-04-02
SPR000747,PROJ000048,Sprint 747,Past do there believe animal traditional policy know thank.,Planned,2025-02-01,2026-03-30
SPR000748,PROJ000165,Sprint 748,Move among health activity sit option tax.,Active,2025-12-24,2026-03-22
SPR000749,PROJ000100,Sprint 749,Science miss seek money pick purpose number agreement.,Completed,2025-09-28,2026-07-02
SPR000750,PROJ000028,Sprint 750,None throw large final security another actually avoid market quickly.,Completed,2025-06-20,2026-08-19
SPR000751,PROJ000228,Sprint 751,Foreign single blue read entire.,Active,2026-01-11,2026-01-14
SPR000752,PROJ000200,Sprint 752,Tough early agree impact today.,Active,2024-10-03,2026-07-30
SPR000753,PROJ000098,Sprint 753,Evidence lot safe ready cultural pressure.,Completed,2025-09-03,2026-03-06
SPR000754,PROJ000080,Sprint 754,Discover bring seek talk car.,Completed,2025-07-18,2026-02-24
SPR000755,PROJ000197,Sprint 755,Protect act federal commercial however site.,Completed,2025-08-25,2026-03-23
SPR000756,PROJ000133,Sprint 756,Federal bag name young role similar.,Planned,2025-01-26,2025-07-18
SPR000757,PROJ000078,Sprint 757,Until indicate Congress network never create standard.,Planned,2025-01-25,2025-12-28
SPR000758,PROJ000082,Sprint 758,Star member fast second really create.,Active,2024-11-08,2025-03-11
SPR000759,PROJ000151,Sprint 759,Leg feeling so draw state action enough under give development.,Completed,2024-12-05,2025-05-19
SPR000760,PROJ000137,Sprint 760,Number else from join street tree only.,Planned,2026-05-18,2026-07-15
SPR000761,PROJ000238,Sprint 761,Dinner table down blue energy too history.,Active,2025-05-14,2025-09-02
SPR000762,PROJ000036,Sprint 762,Some different day civil cup side concern computer.,Planned,2025-04-24,2025-05-29
SPR000763,PROJ000009,Sprint 763,Finish address development civil power.,Planned,2026-06-21,2026-08-02
SPR000764,PROJ000075,Sprint 764,Pull government reduce factor time.,Planned,2025-04-11,2025-11-18
SPR000765,PROJ000088,Sprint 765,Fill military federal put actually sit.,Completed,2026-03-13,2026-07-11
SPR000766,PROJ000021,Sprint 766,Action hard suddenly among level.,Planned,2024-08-25,2026-03-16
SPR000767,PROJ000118,Sprint 767,Him several occur people difficult picture build.,Completed,2025-05-23,2025-08-11
SPR000768,PROJ000240,Sprint 768,Tax yard win before bank kid well.,Active,2026-03-22,2026-04-12
SPR000769,PROJ000085,Sprint 769,Bad item until actually professional industry state.,Completed,2025-07-15,2026-05-28
SPR000770,PROJ000065,Sprint 770,Pm analysis guess stop blue ball.,Planned,2026-03-06,2026-04-15
SPR000771,PROJ000067,Sprint 771,Including job customer Democrat individual remain kind almost.,Active,2025-08-19,2026-04-17
SPR000772,PROJ000112,Sprint 772,Painting individual relate culture every campaign send anything total.,Completed,2025-02-20,2026-06-04
SPR000773,PROJ000054,Sprint 773,Fine key method necessary create among knowledge.,Active,2026-06-10,2026-06-10
SPR000774,PROJ000070,Sprint 774,Once run everybody technology southern employee anyone.,Planned,2026-05-14,2026-06-03
SPR000775,PROJ000182,Sprint 775,Throughout often board such federal fall control lose.,Active,2024-08-21,2026-05-27
SPR000776,PROJ000173,Sprint 776,Risk billion class recently increase.,Planned,2025-04-13,2025-06-12
SPR000777,PROJ000060,Sprint 777,Risk hair stuff candidate.,Planned,2024-12-21,2025-03-24
SPR000778,PROJ000225,Sprint 778,Information write side where city eat.,Completed,2024-09-23,2026-05-12
SPR000779,PROJ000059,Sprint 779,North civil maybe itself manager behind however yet matter six.,Active,2025-01-04,2025-07-23
SPR000780,PROJ000207,Sprint 780,Another image share hear friend her daughter stand protect goal machine.,Active,2025-07-25,2026-03-18
SPR000781,PROJ000052,Sprint 781,Personal either concern professional boy concern store series.,Completed,2024-07-31,2025-05-28
SPR000782,PROJ000067,Sprint 782,Position again large name do officer fly eight.,Active,2026-05-09,2026-06-23
SPR000783,PROJ000035,Sprint 783,My herself adult PM somebody method health picture.,Completed,2026-01-02,2026-07-18
SPR000784,PROJ000203,Sprint 784,East exist defense manager.,Completed,2025-11-30,2026-06-24
SPR000785,PROJ000016,Sprint 785,System campaign hundred discuss.,Planned,2024-08-15,2025-09-28
SPR000786,PROJ000218,Sprint 786,Beat tax exactly much under.,Active,2025-11-03,2026-02-07
SPR000787,PROJ000030,Sprint 787,Product tough toward agreement one.,Active,2025-01-10,2025-06-09
SPR000788,PROJ000059,Sprint 788,Owner wait teach material peace.,Completed,2026-05-18,2026-07-02
SPR000789,PROJ000023,Sprint 789,Later star writer smile he morning report choice.,Planned,2026-03-02,2026-08-16
