feature_id,project_id,feature_name,priority,status,estimated_story_points,created_at
FEAT000743,PROJ000058,Notification Center,Low,Released,7,2024-08-28
FEAT000744,PROJ000175,Dark Mode,Medium,In Development,6,2024-12-17
FEAT000745,PROJ000248,Role Based Access,Medium,Testing,7,2025-12-07
FEAT000746,PROJ000192,Advanced Dashboard,High,In Development,3,2026-05-22
FEAT000747,PROJ000036,Role Based Access,Low,Backlog,6,2025-02-08
FEAT000748,PROJ000078,Workflow Automation,Critical,Backlog,3,2025-08-25
FEAT000749,PROJ000062,Search Improvements,Critical,Backlog,16,2025-05-06
FEAT000750,PROJ000161,Mobile Optimization,Critical,Testing,12,2025-09-12
FEAT000751,PROJ000138,Search Improvements,Medium,Planned,5,2025-02-07
FEAT000752,PROJ000154,Analytics Widgets,High,In Development,21,2026-03-16
FEAT000753,PROJ000186,Dark Mode,Low,Backlog,19,2024-08-25
FEAT000754,PROJ000216,Workflow Automation,Low,Released,10,2026-01-07
FEAT000755,PROJ000111,AI Insights,Medium,In Development,21,2025-10-07
FEAT000756,PROJ000104,Roadmap View,Low,Planned,19,2026-06-19
FEAT000757,PROJ000206,Mobile Optimization,Medium,Planned,10,2024-08-10
FEAT000758,PROJ000095,PDF Export,Critical,In Development,4,2025-09-19
FEAT000759,PROJ000017,Roadmap View,Low,Testing,20,2025-05-25
FEAT000760,PROJ000101,Workflow Automation,Medium,Planned,3,2025-04-12
FEAT000761,PROJ000147,Role Based Access,High,Testing,1,2026-04-26
FEAT000762,PROJ000171,Mobile Optimization,Medium,Released,12,2024-12-24
FEAT000763,PROJ000166,Mobile Optimization,Low,Backlog,11,2024-12-04
FEAT000764,PROJ000152,Notification Center,High,Released,9,2025-04-04
FEAT000765,PROJ000039,Notification Center,Critical,Backlog,20,2026-06-18
FEAT000766,PROJ000170,Slack Integration,Medium,In Development,20,2025-05-05
FEAT000767,PROJ000029,Search Improvements,High,Planned,19,2024-10-14
FEAT000768,PROJ000018,Notification Center,Low,Testing,13,2024-11-27
FEAT000769,PROJ000100,Analytics Widgets,Low,Released,16,2026-04-12
FEAT000770,PROJ000147,Multi-language Support,Medium,Testing,2,2026-07-14
FEAT000771,PROJ000046,Roadmap View,Critical,Backlog,11,2024-10-11
FEAT000772,PROJ000204,Workflow Automation,Medium,Planned,13,2026-05-05
FEAT000773,PROJ000227,Custom Reports,Medium,In Development,12,2026-02-04
FEAT000774,PROJ000026,Advanced Dashboard,Low,In Development,3,2025-02-05
FEAT000775,PROJ000085,Role Based Access,Critical,Backlog,1,2025-10-02
FEAT000776,PROJ000203,Analytics Widgets,Low,In Development,15,2024-11-27
FEAT000777,PROJ000027,Advanced Dashboard,Low,Planned,21,2024-10-10
FEAT000778,PROJ000164,Custom Reports,Low,Backlog,9,2025-05-13
FEAT000779,PROJ000015,Slack Integration,Critical,Released,1,2024-11-15
FEAT000780,PROJ000024,AI Insights,Critical,Testing,16,2025-03-18
FEAT000781,PROJ000220,Workflow Automation,Medium,Backlog,16,2026-01-09
FEAT000782,PROJ000230,Advanced Dashboard,Critical,In Development,14,2024-09-17
FEAT000783,PROJ000080,Mobile Optimization,Medium,Backlog,18,2026-01-06
FEAT000784,PROJ000098,Analytics Widgets,Critical,In Development,7,2024-07-29
FEAT000785,PROJ000048,API Enhancements,Medium,Released,14,2025-03-18
FEAT000786,PROJ000071,Analytics Widgets,Medium,In Development,12,2025-03-23
FEAT000787,PROJ000216,AI Insights,Low,Backlog,6,2024-11-24
FEAT000788,PROJ000089,PDF Export,High,Planned,11,2025-07-04
FEAT000789,PROJ000149,Workflow Automation,High,Planned,17,2025-08-01
FEAT000790,PROJ000157,PDF Export,Medium,Released,8,2024-10-06
FEAT000791,PROJ000104,AI Insights,Medium,Backlog,9,2026-06-08
FEAT000792,PROJ000055,API Enhancements,Low,Testing,3,2025-06-11
FEAT000793,PROJ000135,PDF Export,Low,In Development,8,2026-02-11
FEAT000794,PROJ000019,Dark Mode,Low,In Development,6,2026-04-12
FEAT000795,PROJ000211,Custom Reports,High,Backlog,21,2026-05-23
FEAT000796,PROJ000156,Dark Mode,High,Testing,13,2024-10-02
FEAT000797,PROJ000210,AI Insights,Low,Planned,19,2026-04-09
FEAT000798,PROJ000077,Analytics Widgets,High,Planned,8,2025-12-11
FEAT000799,PROJ000239,PDF Export,High,Testing,13,2025-11-13
FEAT000800,PROJ000151,Advanced Dashboard,Medium,Backlog,13,2026-02-02
FEAT000801,PROJ000066,Slack Integration,Critical,Testing,13,2024-07-24
FEAT000802,PROJ000140,Analytics Widgets,Low,Released,2,2025-11-20
FEAT000803,PROJ000048,Advanced Dashboard,Medium,In Development,3,2025-08-27
FEAT000804,PROJ000226,Custom Reports,Medium,In Development,1,2024-11-21
FEAT000805,PROJ000100,Mobile Optimization,Critical,Backlog,18,2026-02-24
FEAT000806,PROJ000033,AI Insights,High,Planned,6,2025-09-08
FEAT000807,PROJ000121,Custom Reports,High,Planned,10,2025-05-02
FEAT000808,PROJ000232,Dark Mode,Low,Testing,8,2024-11-13
FEAT000809,PROJ000138,Advanced Dashboard,Critical,Testing,7,2026-05-17
FEAT000810,PROJ000189,Search Improvements,Medium,Released,20,2025-04-23
FEAT000811,PROJ000099,Slack Integration,Medium,Planned,1,2024-08-21
FEAT000812,PROJ000049,Multi-language Support,Medium,In Development,20,2024-11-14
FEAT000813,PROJ000195,Search Improvements,Medium,Released,16,2025-06-04
FEAT000814,PROJ000205,Advanced Dashboard,High,Released,9,2026-01-09
FEAT000815,PROJ000154,Advanced Dashboard,High,Backlog,1,2025-12-15
FEAT000816,PROJ000063,Advanced Dashboard,Low,Released,6,2024-10-04
FEAT000817,PROJ000188,Mobile Optimization,Critical,Planned,10,2025-06-21
FEAT000818,PROJ000021,Analytics Widgets,Medium,Testing,9,2025-02-24
FEAT000819,PROJ000123,Multi-language Support,Critical,Testing,17,2024-08-08
FEAT000820,PROJ000123,Mobile Optimization,High,In Development,8,2026-04-23
FEAT000821,PROJ000078,Notification Center,Low,Testing,16,2024-11-30
FEAT000822,PROJ000220,Roadmap View,Low,Released,8,2025-09-21
FEAT000823,PROJ000096,Analytics Widgets,Medium,Planned,1,2024-07-31
FEAT000824,PROJ000241,Slack Integration,Medium,Backlog,18,2025-01-02
FEAT000825,PROJ000081,API Enhancements,Medium,Testing,1,2025-12-25
FEAT000826,PROJ000048,Notification Center,High,Released,21,2024-11-06
FEAT000827,PROJ000029,Dark Mode,High,In Development,12,2025-01-01
FEAT000828,PROJ000072,API Enhancements,Low,Backlog,10,2026-02-05
FEAT000829,PROJ000159,Roadmap View,High,Backlog,13,2024-09-26
FEAT000830,PROJ000035,Mobile Optimization,Critical,Planned,8,2024-10-25
FEAT000831,PROJ000005,AI Insights,Critical,Planned,21,2024-10-31
FEAT000832,PROJ000207,Dark Mode,Critical,Testing,11,2026-06-23
FEAT000833,PROJ000081,Mobile Optimization,Low,In Development,13,2025-03-25
FEAT000834,PROJ000229,Analytics Widgets,High,Testing,3,2026-02-03
FEAT000835,PROJ000105,Advanced Dashboard,Low,Released,19,2025-02-16
FEAT000836,PROJ000168,Analytics Widgets,Medium,Backlog,17,2025-01-14
FEAT000837,PROJ000222,Role Based Access,Low,Planned,14,2025-03-07
FEAT000838,PROJ000186,Dark Mode,Low,Backlog,12,2025-11-25
FEAT000839,PROJ000248,Search Improvements,Medium,Testing,18,2024-10-17
FEAT000840,PROJ000151,Roadmap View,Critical,Testing,14,2024-09-25
FEAT000841,PROJ000050,Search Improvements,High,Backlog,8,2025-01-31
FEAT000842,PROJ000184,Role Based Access,High,In Development,17,2025-05-08
FEAT000843,PROJ000217,Notification Center,Low,Planned,4,2024-10-19
FEAT000844,PROJ000243,Search Improvements,High,Testing,21,2026-03-08
FEAT000845,PROJ000212,Search Improvements,Critical,Backlog,16,2025-02-19
FEAT000846,PROJ000102,Dark Mode,High,Testing,20,2025-10-27
FEAT000847,PROJ000075,Role Based Access,Medium,Backlog,12,2026-02-25
FEAT000848,PROJ000121,AI Insights,Low,Testing,18,2026-05-19
FEAT000849,PROJ000056,Slack Integration,Low,Backlog,10,2024-09-28
FEAT000850,PROJ000121,API Enhancements,High,Planned,5,2026-05-09
FEAT000851,PROJ000223,Notification Center,Medium,In Development,17,2026-05-05
FEAT000852,PROJ000071,Roadmap View,High,In Development,3,2026-04-09
FEAT000853,PROJ000062,Workflow Automation,High,Planned,5,2024-09-19
FEAT000854,PROJ000127,Advanced Dashboard,Medium,In Development,18,2024-11-20
FEAT000855,PROJ000247,Custom Reports,Low,Planned,17,2026-02-08
FEAT000856,PROJ000215,PDF Export,Critical,Planned,10,2026-01-02
FEAT000857,PROJ000147,Custom Reports,Medium,In Development,13,2025-02-21
FEAT000858,PROJ000016,Analytics Widgets,Low,In Development,5,2025-12-29
FEAT000859,PROJ000011,Roadmap View,Critical,Testing,3,2025-02-04
FEAT000860,PROJ000049,Search Improvements,Low,Backlog,9,2025-01-27
FEAT000861,PROJ000007,Role Based Access,Low,Planned,19,2024-10-15
FEAT000862,PROJ000049,Roadmap View,Critical,Planned,7,2025-11-04
FEAT000863,PROJ000190,Advanced Dashboard,Low,Testing,3,2026-05-20
FEAT000864,PROJ000013,Custom Reports,High,Planned,17,2025-07-19
FEAT000865,PROJ000109,Notification Center,Medium,Backlog,17,2025-05-22
FEAT000866,PROJ000034,Role Based Access,Critical,In Development,3,2026-06-11
FEAT000867,PROJ000122,Multi-language Support,Low,Backlog,19,2025-05-04
FEAT000868,PROJ000068,Multi-language Support,High,Backlog,20,2025-01-29
FEAT000869,PROJ000025,Notification Center,Critical,Backlog,2,2025-12-09
FEAT000870,PROJ000035,Role Based Access,Low,Backlog,17,2025-05-11
FEAT000871,PROJ000018,Mobile Optimization,Critical,In Development,12,2024-12-24
FEAT000872,PROJ000064,Slack Integration,Medium,Released,10,2024-07-26
FEAT000873,PROJ000196,Dark Mode,Critical,Released,1,2024-09-15
FEAT000874,PROJ000165,Search Improvements,Critical,Backlog,9,2026-02-18
FEAT000875,PROJ000106,Mobile Optimization,Low,Released,10,2026-01-09
FEAT000876,PROJ000061,Role Based Access,Critical,In Development,9,2025-07-16
FEAT000877,PROJ000024,API Enhancements,Low,Testing,4,2026-06-26
FEAT000878,PROJ000060,Notification Center,Medium,Testing,15,2025-12-20
FEAT000879,PROJ000122,Slack Integration,Low,Released,21,2026-07-22
FEAT000880,PROJ000020,Multi-language Support,Medium,In Development,6,2026-03-27
FEAT000881,PROJ000138,Slack Integration,Critical,Backlog,16,2024-09-04
FEAT000882,PROJ000089,Workflow Automation,High,Planned,14,2025-01-16
FEAT000883,PROJ000168,API Enhancements,Medium,Backlog,14,2026-06-05
FEAT000884,PROJ000155,Role Based Access,Medium,Planned,21,2026-01-12
FEAT000885,PROJ000119,Mobile Optimization,Medium,Testing,15,2025-12-14
FEAT000886,PROJ000022,Custom Reports,Medium,Released,11,2026-06-09
FEAT000887,PROJ000023,Analytics Widgets,Medium,Released,6,2025-05-29
FEAT000888,PROJ000060,AI Insights,Low,Planned,16,2024-12-27
FEAT000889,PROJ000100,Search Improvements,High,In Development,14,2024-11-23
FEAT000890,PROJ000026,Search Improvements,Medium,Planned,16,2025-08-04
FEAT000891,PROJ000191,Custom Reports,High,Released,18,2025-12-02
FEAT000892,PROJ000033,Roadmap View,High,Planned,9,2025-11-28
FEAT000893,PROJ000208,API Enhancements,High,Planned,7,2025-07-01
FEAT000894,PROJ000119,AI Insights,Critical,Backlog,13,2024-09-25
FEAT000895,PROJ000089,Multi-language Support,Low,Planned,9,2026-02-17
FEAT000896,PROJ000237,Analytics Widgets,Low,Released,2,2025-01-17
FEAT000897,PROJ000183,Search Improvements,Critical,Backlog,7,2026-07-18
FEAT000898,PROJ000019,Custom Reports,Critical,Released,7,2025-12-31
FEAT000899,PROJ000030,Analytics Widgets,Low,In Development,3,2026-04-15
FEAT000900,PROJ000185,Roadmap View,Critical,Released,18,2026-06-18
FEAT000901,PROJ000150,Notification Center,Critical,Testing,8,2026-02-13
FEAT000902,PROJ000088,AI Insights,Low,Planned,10,2025-12-19
FEAT000903,PROJ000109,Dark Mode,High,Backlog,10,2024-08-24
FEAT000904,PROJ000066,Notification Center,Medium,Released,10,2025-11-17
FEAT000905,PROJ000226,Custom Reports,Low,In Development,20,2025-12-03
FEAT000906,PROJ000155,Advanced Dashboard,Low,Planned,14,2025-11-01
FEAT000907,PROJ000137,Role Based Access,Low,Testing,2,2026-06-20
FEAT000908,PROJ000186,API Enhancements,Critical,Backlog,6,2026-04-23
FEAT000909,PROJ000169,Search Improvements,Low,Released,19,2025-08-18
FEAT000910,PROJ000091,Advanced Dashboard,Critical,Testing,17,2025-03-03
FEAT000911,PROJ000155,Search Improvements,Critical,In Development,17,2025-09-30
FEAT000912,PROJ000153,Mobile Optimization,Critical,Planned,16,2025-07-07
FEAT000913,PROJ000249,Advanced Dashboard,Critical,Testing,7,2024-11-15
FEAT000914,PROJ000159,Custom Reports,Low,Planned,8,2024-10-03
FEAT000915,PROJ000112,Search Improvements,Low,Testing,2,2024-09-12
FEAT000916,PROJ000049,Multi-language Support,Low,Planned,11,2024-09-18
FEAT000917,PROJ000167,AI Insights,Critical,Released,16,2025-07-24
FEAT000918,PROJ000012,API Enhancements,Medium,Testing,12,2026-07-18
FEAT000919,PROJ000211,API Enhancements,High,Planned,14,2026-06-20
FEAT000920,PROJ000004,Role Based Access,Medium,Planned,4,2026-03-27
FEAT000921,PROJ000114,Notification Center,High,Released,11,2026-04-11
FEAT000922,PROJ000034,Workflow Automation,Critical,Planned,8,2025-11-03
FEAT000923,PROJ000005,Multi-language Support,Critical,Planned,5,2026-07-06
FEAT000924,PROJ000040,Search Improvements,Critical,Testing,16,2025-07-15
FEAT000925,PROJ000076,Roadmap View,Critical,Planned,3,2025-06-27
FEAT000926,PROJ000220,Roadmap View,Critical,Backlog,16,2024-09-17
FEAT000927,PROJ000173,Notification Center,Critical,In Development,2,2025-10-11
FEAT000928,PROJ000105,Advanced Dashboard,Low,Testing,8,2026-07-22
FEAT000929,PROJ000010,Slack Integration,Low,Testing,9,2024-11-27
FEAT000930,PROJ000009,Advanced Dashboard,High,Testing,10,2025-08-28
FEAT000931,PROJ000192,API Enhancements,Medium,Backlog,9,2026-02-23
FEAT000932,PROJ000025,Workflow Automation,Medium,Testing,12,2025-01-04
FEAT000933,PROJ000229,Custom Reports,High,Backlog,10,2025-10-30
FEAT000934,PROJ000199,Notification Center,High,Planned,17,2025-12-02
FEAT000935,PROJ000046,Analytics Widgets,Critical,Planned,3,2026-01-13
FEAT000936,PROJ000026,Workflow Automation,Low,Planned,6,2024-12-05
FEAT000937,PROJ000210,Slack Integration,Low,Released,12,2025-11-08
FEAT000938,PROJ000217,Analytics Widgets,High,Testing,5,2024-11-27
FEAT000939,PROJ000119,Roadmap View,Medium,Testing,2,2025-02-07
FEAT000940,PROJ000093,Role Based Access,Critical,Backlog,15,2025-06-12
FEAT000941,PROJ000085,Dark Mode,Low,Released,16,2025-03-29
FEAT000942,PROJ000217,PDF Export,High,Released,10,2026-02-21
FEAT000943,PROJ000025,Mobile Optimization,High,In Development,9,2024-08-05
FEAT000944,PROJ000143,Advanced Dashboard,Low,Planned,6,2025-01-15
FEAT000945,PROJ000184,Advanced Dashboard,Low,Backlog,20,2026-06-24
FEAT000946,PROJ000097,Multi-language Support,High,Backlog,20,2026-04-11
FEAT000947,PROJ000097,Role Based Access,Low,Released,4,2024-08-21
FEAT000948,PROJ000206,Role Based Access,Low,In Development,1,2025-05-09
FEAT000949,PROJ000173,AI Insights,Medium,Testing,6,2025-10-15
FEAT000950,PROJ000062,Custom Reports,Medium,Backlog,14,2024-10-12
FEAT000951,PROJ000159,Role Based Access,High,Testing,14,2025-03-04
FEAT000952,PROJ000230,Multi-language Support,Medium,Backlog,8,2025-10-20
FEAT000953,PROJ000075,API Enhancements,High,Backlog,2,2026-05-10
FEAT000954,PROJ000191,Search Improvements,High,In Development,18,2026-01-05
FEAT000955,PROJ000209,Multi-language Support,Low,Testing,21,2025-12-31
FEAT000956,PROJ000249,AI Insights,Medium,Planned,16,2025-01-27
FEAT000957,PROJ000170,Workflow Automation,Low,Planned,18,2024-08-07
FEAT000958,PROJ000115,Mobile Optimization,Medium,Testing,1,2026-02-25
FEAT000959,PROJ000034,API Enhancements,High,Testing,20,2026-07-12
FEAT000960,PROJ000102,Slack Integration,High,Testing,18,2026-03-23
FEAT000961,PROJ000233,PDF Export,High,In Development,14,2026-02-02
FEAT000962,PROJ000209,Advanced Dashboard,Critical,Backlog,15,2025-12-10
FEAT000963,PROJ000237,Dark Mode,Low,Planned,17,2026-01-15
FEAT000964,PROJ000172,Multi-language Support,High,Backlog,16,2025-01-29
FEAT000965,PROJ000072,Multi-language Support,Medium,Released,13,2025-10-25
FEAT000966,PROJ000159,Role Based Access,Critical,In Development,17,2026-01-19
FEAT000967,PROJ000050,AI Insights,High,Testing,1,2026-07-21
FEAT000968,PROJ000246,Multi-language Support,Medium,Released,11,2026-03-21
FEAT000969,PROJ000066,AI Insights,Low,In Development,20,2025-11-17
FEAT000970,PROJ000215,Multi-language Support,Critical,Released,18,2026-07-19
FEAT000971,PROJ000058,Roadmap View,Low,Testing,8,2025-04-07
FEAT000972,PROJ000146,Notification Center,High,In Development,4,2025-11-02
FEAT000973,PROJ000170,Role Based Access,Critical,In Development,17,2025-11-28
FEAT000974,PROJ000040,Role Based Access,Critical,Released,15,2024-08-29
FEAT000975,PROJ000229,Slack Integration,Critical,In Development,15,2026-05-28
FEAT000976,PROJ000115,Multi-language Support,Critical,In Development,21,2026-07-02
FEAT000977,PROJ000060,Notification Center,Critical,Released,13,2024-08-24
FEAT000978,PROJ000021,PDF Export,Medium,Released,17,2025-01-17
FEAT000979,PROJ000032,Roadmap View,Critical,Planned,20,2024-08-27
FEAT000980,PROJ000116,Dark Mode,High,Testing,16,2025-06-11
FEAT000981,PROJ000092,Workflow Automation,Low,Released,10,2025-03-06
FEAT000982,PROJ000112,PDF Export,Medium,Released,12,2024-11-01
FEAT000983,PROJ000054,Multi-language Support,Low,Backlog,3,2024-09-29
FEAT000984,PROJ000010,Role Based Access,Low,Testing,6,2025-01-22
FEAT000985,PROJ000011,Advanced Dashboard,Critical,Released,8,2024-12-18
FEAT000986,PROJ000200,Dark Mode,Low,Testing,12,2025-08-06
FEAT000987,PROJ000226,PDF Export,Medium,Released,19,2026-05-22
FEAT000988,PROJ000237,Multi-language Support,Medium,Planned,21,2026-01-03
FEAT000989,PROJ000086,Workflow Automation,Critical,Released,21,2025-07-02
FEAT000990,PROJ000150,PDF Export,Medium,Backlog,9,2025-07-08
FEAT000991,PROJ000066,Multi-language Support,Medium,Planned,16,2025-04-27
FEAT000992,PROJ000218,Advanced Dashboard,Critical,Planned,16,2026-05-25
FEAT000993,PROJ000101,AI Insights,Critical,In Development,3,2026-04-18
FEAT000994,PROJ000219,Notification Center,High,Released,10,2025-03-20
FEAT000995,PROJ000004,Roadmap View,High,In Development,8,2025-07-06
FEAT000996,PROJ000194,Dark Mode,Low,In Development,18,2024-10-27
FEAT000997,PROJ000156,Search Improvements,Medium,Backlog,21,2025-05-12
FEAT000998,PROJ000104,Roadmap View,Critical,Testing,16,2025-01-28
FEAT000999,PROJ000239,Multi-language Support,Critical,Testing,16,2026-04-09
FEAT001000,PROJ000121,Search Improvements,Medium,Backlog,13,2025-07-31
FEAT001001,PROJ000245,Mobile Optimization,Low,Planned,15,2024-11-19
FEAT001002,PROJ000029,Workflow Automation,Critical,Planned,8,2025-01-07
FEAT001003,PROJ000044,Analytics Widgets,Low,Planned,5,2025-03-09
FEAT001004,PROJ000036,Custom Reports,Medium,Testing,9,2026-01-21
FEAT001005,PROJ000148,Workflow Automation,Medium,Released,2,2025-05-26
FEAT001006,PROJ000023,Custom Reports,Medium,Released,18,2025-06-13
FEAT001007,PROJ000025,Roadmap View,Medium,Backlog,3,2025-04-18
FEAT001008,PROJ000237,AI Insights,Medium,Testing,21,2025-03-22
FEAT001009,PROJ000194,Workflow Automation,Low,In Development,7,2025-04-27
FEAT001010,PROJ000117,Notification Center,Low,Released,18,2026-02-04
FEAT001011,PROJ000085,Mobile Optimization,Medium,Backlog,9,2024-12-07
FEAT001012,PROJ000185,Mobile Optimization,High,Released,13,2024-10-24
FEAT001013,PROJ000002,Slack Integration,High,In Development,5,2026-02-05
FEAT001014,PROJ000103,Role Based Access,Critical,Planned,21,2026-04-01
FEAT001015,PROJ000023,Advanced Dashboard,Low,Testing,5,2026-03-01
FEAT001016,PROJ000164,Dark Mode,Medium,In Development,20,2025-01-08
FEAT001017,PROJ000082,AI Insights,High,Testing,11,2025-07-17
FEAT001018,PROJ000099,Multi-language Support,Critical,Released,14,2025-07-23
FEAT001019,PROJ000051,Multi-language Support,Medium,Released,4,2025-09-13
FEAT001020,PROJ000059,API Enhancements,Low,Testing,20,2025-11-15
FEAT001021,PROJ000122,Search Improvements,High,Testing,1,2025-02-27
FEAT001022,PROJ000195,Notification Center,High,Testing,20,2025-08-30
FEAT001023,PROJ000022,AI Insights,Low,In Development,6,2025-10-10
FEAT001024,PROJ000069,Analytics Widgets,Medium,Planned,13,2026-06-14
FEAT001025,PROJ000086,Workflow Automation,Critical,Planned,19,2026-04-30
FEAT001026,PROJ000236,Custom Reports,Critical,Planned,5,2025-02-20
FEAT001027,PROJ000003,AI Insights,Critical,Backlog,13,2024-10-31
FEAT001028,PROJ000099,AI Insights,High,Released,4,2026-04-22
FEAT001029,PROJ000077,Custom Reports,Medium,Testing,5,2024-10-12
FEAT001030,PROJ000151,Analytics Widgets,Medium,In Development,6,2026-03-04
FEAT001031,PROJ000152,Notification Center,High,Released,12,2024-10-19
FEAT001032,PROJ000230,PDF Export,Low,Released,5,2025-03-23
FEAT001033,PROJ000132,Advanced Dashboard,Low,Planned,3,2025-10-11
FEAT001034,PROJ000230,Role Based Access,Medium,Backlog,4,2024-08-29
FEAT001035,PROJ000069,Roadmap View,Low,Backlog,11,2025-10-18
FEAT001036,PROJ000119,Multi-language Support,Critical,Backlog,18,2025-03-13
FEAT001037,PROJ000215,Advanced Dashboard,High,Released,16,2025-11-13
FEAT001038,PROJ000126,Mobile Optimization,Low,Released,1,2025-02-26
FEAT001039,PROJ000082,Multi-language Support,Critical,Released,14,2025-05-11
FEAT001040,PROJ000088,Custom Reports,Low,In Development,3,2026-01-21
FEAT001041,PROJ000160,Dark Mode,Medium,In Development,13,2025-12-01
FEAT001042,PROJ000178,Notification Center,Medium,Planned,6,2025-06-05
FEAT001043,PROJ000136,Analytics Widgets,Low,Testing,3,2025-10-08
FEAT001044,PROJ000051,Mobile Optimization,High,Planned,5,2026-04-25
FEAT001045,PROJ000230,Roadmap View,Medium,Released,16,2026-01-01
FEAT001046,PROJ000148,Role Based Access,Medium,In Development,8,2025-02-16
FEAT001047,PROJ000003,Roadmap View,Low,Testing,17,2025-12-31
FEAT001048,PROJ000141,Workflow Automation,Critical,Released,16,2025-07-07
FEAT001049,PROJ000122,Roadmap View,Medium,Backlog,16,2025-02-22
FEAT001050,PROJ000221,Slack Integration,High,Released,8,2025-06-30
FEAT001051,PROJ000017,Analytics Widgets,High,Testing,18,2024-09-05
FEAT001052,PROJ000106,PDF Export,Medium,In Development,11,2025-05-06
FEAT001053,PROJ000052,Advanced Dashboard,High,Planned,4,2025-07-18
FEAT001054,PROJ000074,Multi-language Support,Low,Released,13,2024-09-16
FEAT001055,PROJ000042,API Enhancements,High,Backlog,9,2025-01-02
FEAT001056,PROJ000170,Role Based Access,Critical,Testing,8,2025-06-08
FEAT001057,PROJ000046,Mobile Optimization,High,Backlog,19,2026-03-01
FEAT001058,PROJ000225,Role Based Access,Medium,In Development,5,2025-04-01
FEAT001059,PROJ000199,Role Based Access,High,Planned,5,2025-11-05
FEAT001060,PROJ000011,Dark Mode,Critical,Testing,5,2025-04-05
FEAT001061,PROJ000165,Advanced Dashboard,Critical,Backlog,11,2025-12-11
FEAT001062,PROJ000188,Multi-language Support,Low,In Development,6,2026-01-23
FEAT001063,PROJ000103,Roadmap View,Low,Planned,14,2025-03-09
FEAT001064,PROJ000015,Slack Integration,High,Testing,11,2026-02-11
FEAT001065,PROJ000035,PDF Export,Medium,Testing,20,2025-09-02
FEAT001066,PROJ000070,PDF Export,High,Planned,5,2024-07-22
FEAT001067,PROJ000009,Custom Reports,Low,Testing,8,2026-05-06
FEAT001068,PROJ000065,Mobile Optimization,Low,In Development,12,2024-10-16
FEAT001069,PROJ000183,Mobile Optimization,High,In Development,1,2026-06-01
FEAT001070,PROJ000204,Slack Integration,High,In Development,16,2025-10-17
FEAT001071,PROJ000016,Multi-language Support,High,Backlog,12,2025-05-31
FEAT001072,PROJ000113,Workflow Automation,Medium,Planned,2,2026-06-09
FEAT001073,PROJ000112,Custom Reports,Low,Released,20,2025-06-17
FEAT001074,PROJ000107,Slack Integration,High,Testing,15,2026-01-07
FEAT001075,PROJ000081,Roadmap View,High,Testing,4,2026-06-26
FEAT001076,PROJ000145,Notification Center,Medium,Released,1,2026-02-23
FEAT001077,PROJ000116,Custom Reports,Low,In Development,4,2025-03-07
FEAT001078,PROJ000124,Workflow Automation,Critical,In Development,13,2025-07-29
FEAT001079,PROJ000244,Roadmap View,Low,Released,14,2026-01-29
FEAT001080,PROJ000086,Notification Center,High,Planned,9,2026-03-29
FEAT001081,PROJ000220,Advanced Dashboard,Critical,Released,10,2025-09-08
FEAT001082,PROJ000093,Search Improvements,Low,Backlog,7,2025-12-29
FEAT001083,PROJ000210,Slack Integration,Critical,Testing,1,2025-09-24
FEAT001084,PROJ000146,PDF Export,High,Released,13,2025-01-07
FEAT001085,PROJ000064,Mobile Optimization,Medium,Backlog,18,2025-11-18
FEAT001086,PROJ000090,Notification Center,Medium,Testing,19,2025-09-29
FEAT001087,PROJ000216,Custom Reports,Low,In Development,4,2025-04-09
FEAT001088,PROJ000074,Advanced Dashboard,Low,Backlog,2,2026-01-09
FEAT001089,PROJ000247,Workflow Automation,Medium,Testing,20,2026-03-05
FEAT001090,PROJ000142,Search Improvements,High,Released,12,2025-06-28
FEAT001091,PROJ000240,PDF Export,Critical,Released,20,2025-06-14
FEAT001092,PROJ000109,AI Insights,Critical,Released,19,2025-03-05
FEAT001093,PROJ000184,Search Improvements,Medium,Planned,6,2025-11-28
FEAT001094,PROJ000025,Custom Reports,High,In Development,9,2025-11-30
FEAT001095,PROJ000093,Custom Reports,Critical,Backlog,11,2024-12-15
FEAT001096,PROJ000001,Workflow Automation,Medium,Planned,4,2025-05-16
FEAT001097,PROJ000193,Notification Center,Medium,Released,15,2024-11-11
FEAT001098,PROJ000196,Roadmap View,Low,In Development,5,2026-06-24
FEAT001099,PROJ000136,PDF Export,High,In Development,17,2024-11-28
FEAT001100,PROJ000048,Analytics Widgets,Critical,In Development,5,2025-05-29
FEAT001101,PROJ000245,Custom Reports,Critical,In Development,17,2024-07-25
FEAT001102,PROJ000242,Roadmap View,Low,Planned,7,2025-08-01
FEAT001103,PROJ000202,Mobile Optimization,Medium,Testing,14,2025-07-01
FEAT001104,PROJ000176,API Enhancements,Low,Testing,21,2024-11-01
FEAT001105,PROJ000100,Mobile Optimization,Critical,Backlog,16,2026-07-04
FEAT001106,PROJ000041,Role Based Access,Medium,Planned,8,2026-02-14
FEAT001107,PROJ000207,Multi-language Support,Medium,In Development,13,2024-11-13
FEAT001108,PROJ000049,Dark Mode,Critical,Backlog,8,2025-10-04
FEAT001109,PROJ000067,Workflow Automation,High,In Development,21,2024-10-19
FEAT001110,PROJ000216,PDF Export,Medium,Planned,3,2025-01-31
FEAT001111,PROJ000095,Dark Mode,Medium,Released,3,2025-09-20
FEAT001112,PROJ000010,Mobile Optimization,High,Testing,21,2026-06-10
