ticket_id,project_id,assigned_user_id,ticket_title,ticket_type,priority,status,story_points,created_at
TKT003389,PROJ000188,USR000346,Ticket-3389,Story,Low,Resolved,7,2026-06-18
TKT003390,PROJ000027,USR000278,Ticket-3390,Epic,Low,Blocked,8,2025-03-11
TKT003391,PROJ000202,USR000640,Ticket-3391,Story,Medium,Resolved,2,2025-03-05
TKT003392,PROJ000209,USR000779,Ticket-3392,Bug,Medium,Blocked,7,2025-01-21
TKT003393,PROJ000006,USR000500,Ticket-3393,Story,High,In Progress,8,2024-08-11
TKT003394,PROJ000165,USR000614,Ticket-3394,Epic,Medium,Open,4,2025-05-31
TKT003395,PROJ000151,USR000345,Ticket-3395,Bug,Critical,Blocked,12,2026-06-04
TKT003396,PROJ000236,USR000467,Ticket-3396,Bug,Medium,Blocked,13,2024-10-24
TKT003397,PROJ000049,USR000147,Ticket-3397,Bug,Critical,Resolved,5,2025-06-21
TKT003398,PROJ000190,USR000026,Ticket-3398,Epic,Critical,In Progress,12,2024-11-11
TKT003399,PROJ000019,USR000136,Ticket-3399,Epic,Critical,Open,5,2025-10-07
TKT003400,PROJ000153,USR000670,Ticket-3400,Task,Low,Resolved,7,2026-06-06
TKT003401,PROJ000191,USR000244,Ticket-3401,Improvement,Critical,Blocked,2,2025-04-01
TKT003402,PROJ000126,USR000541,Ticket-3402,Epic,High,In Progress,4,2025-11-15
TKT003403,PROJ000212,USR000576,Ticket-3403,Task,Critical,Resolved,2,2024-11-26
TKT003404,PROJ000133,USR000555,Ticket-3404,Bug,Medium,Blocked,13,2025-10-22
TKT003405,PROJ000139,USR000223,Ticket-3405,Bug,Medium,Open,5,2025-11-16
TKT003406,PROJ000201,USR000286,Ticket-3406,Epic,Low,Closed,7,2025-01-09
TKT003407,PROJ000125,USR000218,Ticket-3407,Bug,Medium,In Progress,6,2026-02-13
TKT003408,PROJ000128,USR000101,Ticket-3408,Story,Critical,In Progress,7,2024-08-27
TKT003409,PROJ000032,USR000124,Ticket-3409,Improvement,Critical,Closed,4,2024-07-22
TKT003410,PROJ000110,USR000032,Ticket-3410,Story,Critical,Blocked,4,2025-09-21
TKT003411,PROJ000150,USR000040,Ticket-3411,Bug,Medium,Resolved,8,2024-11-08
TKT003412,PROJ000097,USR000696,Ticket-3412,Task,Critical,Closed,4,2024-12-01
TKT003413,PROJ000150,USR000277,Ticket-3413,Bug,Critical,Resolved,6,2024-12-25
TKT003414,PROJ000047,USR000593,Ticket-3414,Epic,Low,Open,10,2025-01-15
TKT003415,PROJ000008,USR000346,Ticket-3415,Task,Critical,Blocked,5,2026-02-28
TKT003416,PROJ000209,USR000185,Ticket-3416,Bug,Medium,Blocked,4,2024-10-19
TKT003417,PROJ000094,USR000492,Ticket-3417,Bug,High,Blocked,2,2025-04-01
TKT003418,PROJ000040,USR000527,Ticket-3418,Epic,High,Closed,9,2026-07-05
TKT003419,PROJ000076,USR000210,Ticket-3419,Improvement,Medium,Open,2,2025-07-09
TKT003420,PROJ000008,USR000341,Ticket-3420,Story,Low,Resolved,9,2025-03-14
TKT003421,PROJ000213,USR000769,Ticket-3421,Story,Medium,In Progress,12,2025-06-26
TKT003422,PROJ000009,USR000234,Ticket-3422,Improvement,Medium,Closed,6,2025-12-12
TKT003423,PROJ000096,USR000128,Ticket-3423,Story,Low,In Progress,8,2025-07-24
TKT003424,PROJ000070,USR000074,Ticket-3424,Bug,High,Resolved,1,2024-12-04
TKT003425,PROJ000133,USR000708,Ticket-3425,Task,Critical,Blocked,12,2024-07-24
TKT003426,PROJ000197,USR000459,Ticket-3426,Epic,Critical,Blocked,10,2026-06-12
TKT003427,PROJ000005,USR000061,Ticket-3427,Task,High,Blocked,12,2025-10-31
TKT003428,PROJ000160,USR000704,Ticket-3428,Improvement,Low,Open,1,2024-12-21
TKT003429,PROJ000206,USR000478,Ticket-3429,Story,Low,Blocked,11,2024-08-03
TKT003430,PROJ000073,USR000230,Ticket-3430,Bug,Low,Open,8,2025-03-09
TKT003431,PROJ000029,USR000161,Ticket-3431,Story,Low,Blocked,9,2025-04-04
TKT003432,PROJ000169,USR000723,Ticket-3432,Bug,Low,Open,10,2025-11-18
TKT003433,PROJ000242,USR000304,Ticket-3433,Bug,Low,Open,10,2025-05-23
TKT003434,PROJ000055,USR000694,Ticket-3434,Bug,Low,In Progress,3,2025-01-18
TKT003435,PROJ000195,USR000097,Ticket-3435,Epic,Low,Resolved,7,2026-04-15
TKT003436,PROJ000050,USR000112,Ticket-3436,Epic,High,Open,7,2025-06-11
TKT003437,PROJ000072,USR000340,Ticket-3437,Epic,High,Resolved,7,2025-12-21
TKT003438,PROJ000062,USR000120,Ticket-3438,Bug,Critical,Closed,1,2024-08-20
TKT003439,PROJ000071,USR000702,Ticket-3439,Story,Medium,Open,5,2025-10-20
TKT003440,PROJ000050,USR000294,Ticket-3440,Improvement,High,Open,3,2026-03-14
TKT003441,PROJ000034,USR000107,Ticket-3441,Story,Medium,Blocked,9,2025-12-21
TKT003442,PROJ000142,USR000796,Ticket-3442,Bug,Medium,Blocked,10,2024-12-06
TKT003443,PROJ000074,USR000077,Ticket-3443,Task,Medium,Resolved,9,2026-04-06
TKT003444,PROJ000108,USR000269,Ticket-3444,Story,High,Resolved,11,2024-10-02
TKT003445,PROJ000014,USR000740,Ticket-3445,Story,Medium,Closed,13,2026-03-22
TKT003446,PROJ000088,USR000504,Ticket-3446,Improvement,Low,Blocked,1,2024-10-06
TKT003447,PROJ000201,USR000556,Ticket-3447,Bug,Critical,Resolved,12,2026-05-29
TKT003448,PROJ000026,USR000605,Ticket-3448,Improvement,Medium,Open,5,2025-01-05
TKT003449,PROJ000241,USR000727,Ticket-3449,Improvement,Critical,Closed,12,2025-10-15
TKT003450,PROJ000209,USR000374,Ticket-3450,Bug,High,In Progress,6,2024-09-13
TKT003451,PROJ000017,USR000354,Ticket-3451,Bug,Medium,In Progress,5,2025-03-24
TKT003452,PROJ000039,USR000454,Ticket-3452,Improvement,Low,Resolved,10,2026-05-17
TKT003453,PROJ000142,USR000516,Ticket-3453,Epic,Low,Resolved,8,2026-05-27
TKT003454,PROJ000211,USR000752,Ticket-3454,Task,Critical,In Progress,1,2024-09-27
TKT003455,PROJ000202,USR000676,Ticket-3455,Bug,Low,Closed,3,2025-12-14
TKT003456,PROJ000163,USR000603,Ticket-3456,Task,Medium,Resolved,3,2025-07-04
TKT003457,PROJ000066,USR000636,Ticket-3457,Epic,Critical,Resolved,4,2025-02-11
TKT003458,PROJ000044,USR000112,Ticket-3458,Epic,Medium,Blocked,2,2026-04-13
TKT003459,PROJ000085,USR000323,Ticket-3459,Epic,Low,Open,6,2025-06-23
TKT003460,PROJ000077,USR000056,Ticket-3460,Bug,Critical,Blocked,11,2024-12-18
TKT003461,PROJ000144,USR000524,Ticket-3461,Improvement,High,Resolved,1,2025-07-16
TKT003462,PROJ000173,USR000608,Ticket-3462,Task,Medium,Resolved,13,2026-02-11
TKT003463,PROJ000060,USR000689,Ticket-3463,Bug,Critical,Blocked,1,2025-09-25
TKT003464,PROJ000077,USR000800,Ticket-3464,Story,High,In Progress,3,2025-10-26
TKT003465,PROJ000014,USR000031,Ticket-3465,Task,Medium,Resolved,2,2026-07-14
TKT003466,PROJ000233,USR000742,Ticket-3466,Epic,High,Resolved,1,2025-04-27
TKT003467,PROJ000128,USR000530,Ticket-3467,Bug,High,Blocked,7,2026-01-14
TKT003468,PROJ000186,USR000003,Ticket-3468,Task,High,Open,11,2025-08-11
TKT003469,PROJ000021,USR000069,Ticket-3469,Task,Low,Blocked,4,2025-08-10
TKT003470,PROJ000243,USR000657,Ticket-3470,Task,Medium,In Progress,13,2025-08-04
TKT003471,PROJ000125,USR000413,Ticket-3471,Improvement,Low,Resolved,9,2025-10-23
TKT003472,PROJ000051,USR000774,Ticket-3472,Bug,Low,Resolved,4,2025-10-17
TKT003473,PROJ000111,USR000311,Ticket-3473,Bug,Medium,Blocked,4,2024-10-03
TKT003474,PROJ000007,USR000146,Ticket-3474,Epic,Low,Open,2,2025-04-28
TKT003475,PROJ000218,USR000064,Ticket-3475,Bug,Low,Open,1,2025-11-14
TKT003476,PROJ000047,USR000194,Ticket-3476,Improvement,Critical,Resolved,11,2025-11-11
TKT003477,PROJ000225,USR000241,Ticket-3477,Improvement,Low,Resolved,5,2025-12-18
TKT003478,PROJ000145,USR000547,Ticket-3478,Task,Low,Closed,6,2025-06-23
TKT003479,PROJ000166,USR000450,Ticket-3479,Epic,Medium,In Progress,11,2026-03-13
TKT003480,PROJ000012,USR000080,Ticket-3480,Epic,Critical,Resolved,12,2025-12-17
TKT003481,PROJ000100,USR000386,Ticket-3481,Bug,Medium,In Progress,7,2025-01-31
TKT003482,PROJ000019,USR000352,Ticket-3482,Story,Critical,Closed,9,2025-04-13
TKT003483,PROJ000245,USR000486,Ticket-3483,Task,Low,Resolved,5,2025-02-18
TKT003484,PROJ000225,USR000575,Ticket-3484,Bug,High,Closed,10,2024-12-08
TKT003485,PROJ000026,USR000089,Ticket-3485,Story,Low,In Progress,7,2026-07-01
TKT003486,PROJ000029,USR000360,Ticket-3486,Story,Low,In Progress,11,2025-07-09
TKT003487,PROJ000033,USR000618,Ticket-3487,Epic,Medium,Open,2,2025-10-03
TKT003488,PROJ000050,USR000525,Ticket-3488,Improvement,Low,Blocked,8,2026-03-23
TKT003489,PROJ000193,USR000137,Ticket-3489,Story,High,Blocked,9,2025-06-06
TKT003490,PROJ000233,USR000639,Ticket-3490,Task,Critical,Resolved,11,2026-04-06
TKT003491,PROJ000116,USR000084,Ticket-3491,Improvement,Medium,Open,12,2025-05-12
TKT003492,PROJ000130,USR000202,Ticket-3492,Story,Low,In Progress,13,2025-10-07
TKT003493,PROJ000181,USR000769,Ticket-3493,Bug,High,Open,4,2025-07-04
TKT003494,PROJ000069,USR000356,Ticket-3494,Bug,High,Closed,4,2024-09-29
TKT003495,PROJ000110,USR000784,Ticket-3495,Story,Medium,In Progress,10,2026-04-14
TKT003496,PROJ000188,USR000204,Ticket-3496,Task,High,Closed,11,2024-12-16
TKT003497,PROJ000090,USR000487,Ticket-3497,Bug,Medium,Resolved,1,2024-10-25
TKT003498,PROJ000242,USR000066,Ticket-3498,Task,Low,Resolved,10,2024-09-04
TKT003499,PROJ000164,USR000319,Ticket-3499,Improvement,Medium,Resolved,1,2025-12-26
TKT003500,PROJ000066,USR000034,Ticket-3500,Task,Medium,Closed,7,2026-06-17
TKT003501,PROJ000141,USR000456,Ticket-3501,Bug,Low,In Progress,12,2024-08-07
TKT003502,PROJ000241,USR000312,Ticket-3502,Task,Critical,In Progress,4,2026-06-29
TKT003503,PROJ000010,USR000480,Ticket-3503,Story,Critical,Resolved,12,2025-04-15
TKT003504,PROJ000168,USR000161,Ticket-3504,Story,Low,In Progress,10,2025-09-27
TKT003505,PROJ000136,USR000727,Ticket-3505,Improvement,Medium,Open,4,2026-05-19
TKT003506,PROJ000063,USR000516,Ticket-3506,Story,Critical,Open,2,2025-05-23
TKT003507,PROJ000008,USR000697,Ticket-3507,Story,High,Blocked,7,2026-06-17
TKT003508,PROJ000167,USR000291,Ticket-3508,Task,High,Resolved,4,2026-06-28
TKT003509,PROJ000139,USR000167,Ticket-3509,Bug,Critical,Open,9,2026-06-29
TKT003510,PROJ000187,USR000388,Ticket-3510,Epic,Medium,Closed,5,2025-02-12
TKT003511,PROJ000077,USR000172,Ticket-3511,Task,Low,Blocked,5,2026-02-22
TKT003512,PROJ000125,USR000345,Ticket-3512,Task,Low,Resolved,5,2025-12-20
TKT003513,PROJ000206,USR000606,Ticket-3513,Task,Critical,Blocked,7,2026-05-23
TKT003514,PROJ000237,USR000626,Ticket-3514,Improvement,Critical,Closed,8,2024-08-19
TKT003515,PROJ000171,USR000374,Ticket-3515,Bug,Medium,Open,7,2025-07-10
TKT003516,PROJ000182,USR000302,Ticket-3516,Story,Medium,Open,7,2026-06-23
TKT003517,PROJ000010,USR000572,Ticket-3517,Bug,Medium,Blocked,2,2025-03-20
TKT003518,PROJ000029,USR000342,Ticket-3518,Task,Low,Blocked,9,2025-11-03
TKT003519,PROJ000181,USR000176,Ticket-3519,Epic,Critical,Blocked,6,2026-06-03
TKT003520,PROJ000088,USR000384,Ticket-3520,Improvement,Medium,Open,2,2026-02-02
TKT003521,PROJ000021,USR000021,Ticket-3521,Epic,Medium,Closed,5,2026-07-09
TKT003522,PROJ000195,USR000162,Ticket-3522,Epic,Low,Open,4,2026-07-21
TKT003523,PROJ000055,USR000009,Ticket-3523,Improvement,Critical,Resolved,1,2025-03-20
TKT003524,PROJ000213,USR000338,Ticket-3524,Epic,High,In Progress,4,2026-01-23
TKT003525,PROJ000166,USR000362,Ticket-3525,Task,Critical,In Progress,13,2024-12-05
TKT003526,PROJ000194,USR000209,Ticket-3526,Improvement,High,Open,1,2026-06-16
TKT003527,PROJ000218,USR000675,Ticket-3527,Story,High,Closed,10,2026-03-23
TKT003528,PROJ000037,USR000285,Ticket-3528,Bug,Critical,Resolved,4,2025-09-28
TKT003529,PROJ000201,USR000655,Ticket-3529,Story,Critical,Blocked,5,2025-01-02
TKT003530,PROJ000042,USR000417,Ticket-3530,Story,Medium,Closed,1,2024-09-21
TKT003531,PROJ000162,USR000800,Ticket-3531,Bug,Low,Resolved,11,2024-12-15
TKT003532,PROJ000142,USR000117,Ticket-3532,Epic,Critical,Closed,5,2026-05-02
TKT003533,PROJ000173,USR000105,Ticket-3533,Task,Medium,Closed,7,2025-12-01
TKT003534,PROJ000101,USR000523,Ticket-3534,Epic,Critical,Open,12,2026-03-05
TKT003535,PROJ000200,USR000476,Ticket-3535,Bug,Critical,In Progress,4,2025-08-31
TKT003536,PROJ000222,USR000473,Ticket-3536,Improvement,Low,Blocked,3,2026-02-10
TKT003537,PROJ000024,USR000217,Ticket-3537,Epic,High,Open,8,2025-01-07
TKT003538,PROJ000164,USR000274,Ticket-3538,Improvement,Medium,In Progress,4,2024-12-09
TKT003539,PROJ000063,USR000602,Ticket-3539,Epic,Low,In Progress,4,2025-04-16
TKT003540,PROJ000018,USR000685,Ticket-3540,Task,Low,In Progress,5,2025-10-30
TKT003541,PROJ000052,USR000294,Ticket-3541,Improvement,High,In Progress,8,2024-10-27
TKT003542,PROJ000103,USR000722,Ticket-3542,Epic,Medium,Closed,3,2025-12-09
TKT003543,PROJ000214,USR000143,Ticket-3543,Epic,High,Closed,6,2025-12-01
TKT003544,PROJ000123,USR000596,Ticket-3544,Bug,Low,Open,7,2025-03-02
TKT003545,PROJ000048,USR000258,Ticket-3545,Epic,Medium,In Progress,3,2026-04-22
TKT003546,PROJ000059,USR000329,Ticket-3546,Task,Medium,In Progress,8,2025-01-08
TKT003547,PROJ000226,USR000473,Ticket-3547,Story,Medium,Closed,13,2025-06-14
TKT003548,PROJ000148,USR000753,Ticket-3548,Story,Low,Resolved,3,2025-08-07
TKT003549,PROJ000062,USR000591,Ticket-3549,Bug,Medium,In Progress,8,2025-02-28
TKT003550,PROJ000011,USR000509,Ticket-3550,Task,Medium,Open,9,2026-07-19
TKT003551,PROJ000243,USR000045,Ticket-3551,Epic,Low,In Progress,4,2024-12-22
TKT003552,PROJ000241,USR000037,Ticket-3552,Bug,Low,Resolved,3,2025-07-02
TKT003553,PROJ000137,USR000615,Ticket-3553,Improvement,Low,Blocked,4,2024-11-19
TKT003554,PROJ000095,USR000414,Ticket-3554,Epic,Medium,Closed,13,2025-12-12
TKT003555,PROJ000132,USR000698,Ticket-3555,Story,Low,Closed,11,2025-11-08
TKT003556,PROJ000174,USR000261,Ticket-3556,Task,Medium,Closed,6,2026-07-04
TKT003557,PROJ000031,USR000147,Ticket-3557,Story,Low,Blocked,10,2025-12-20
TKT003558,PROJ000218,USR000464,Ticket-3558,Epic,Low,Blocked,2,2025-05-11
TKT003559,PROJ000058,USR000566,Ticket-3559,Task,Low,Resolved,12,2025-03-24
TKT003560,PROJ000132,USR000571,Ticket-3560,Task,High,Open,3,2024-08-02
TKT003561,PROJ000060,USR000224,Ticket-3561,Improvement,Critical,Blocked,6,2024-12-17
TKT003562,PROJ000063,USR000023,Ticket-3562,Epic,Critical,Closed,9,2026-03-26
TKT003563,PROJ000096,USR000417,Ticket-3563,Improvement,Medium,Closed,11,2026-05-14
TKT003564,PROJ000051,USR000180,Ticket-3564,Improvement,Low,Closed,6,2024-07-27
TKT003565,PROJ000115,USR000070,Ticket-3565,Improvement,Critical,Open,1,2025-05-24
TKT003566,PROJ000196,USR000434,Ticket-3566,Epic,High,Closed,8,2025-05-13
TKT003567,PROJ000078,USR000450,Ticket-3567,Task,Low,Blocked,11,2025-04-19
TKT003568,PROJ000122,USR000428,Ticket-3568,Bug,Medium,Closed,5,2025-12-17
TKT003569,PROJ000217,USR000198,Ticket-3569,Story,High,In Progress,1,2024-07-30
TKT003570,PROJ000027,USR000371,Ticket-3570,Epic,High,Open,6,2025-03-26
TKT003571,PROJ000190,USR000383,Ticket-3571,Epic,Medium,Open,1,2025-11-19
TKT003572,PROJ000249,USR000008,Ticket-3572,Story,Critical,Closed,3,2026-06-09
TKT003573,PROJ000191,USR000080,Ticket-3573,Task,High,Blocked,1,2025-03-22
TKT003574,PROJ000132,USR000471,Ticket-3574,Improvement,Critical,Open,7,2025-09-29
TKT003575,PROJ000198,USR000541,Ticket-3575,Story,High,Open,5,2026-03-07
TKT003576,PROJ000200,USR000117,Ticket-3576,Story,Critical,In Progress,7,2026-07-11
TKT003577,PROJ000157,USR000575,Ticket-3577,Story,Medium,Blocked,13,2024-10-20
TKT003578,PROJ000077,USR000100,Ticket-3578,Bug,Medium,In Progress,8,2025-04-14
TKT003579,PROJ000047,USR000529,Ticket-3579,Epic,Medium,In Progress,9,2026-05-20
TKT003580,PROJ000049,USR000318,Ticket-3580,Story,High,In Progress,3,2025-06-30
TKT003581,PROJ000076,USR000628,Ticket-3581,Bug,Medium,Blocked,11,2026-05-13
TKT003582,PROJ000036,USR000790,Ticket-3582,Task,Critical,Resolved,7,2026-03-24
TKT003583,PROJ000153,USR000252,Ticket-3583,Task,Critical,In Progress,7,2024-09-17
TKT003584,PROJ000101,USR000775,Ticket-3584,Task,Low,Blocked,6,2025-02-10
TKT003585,PROJ000082,USR000446,Ticket-3585,Bug,Medium,In Progress,11,2024-10-13
TKT003586,PROJ000212,USR000406,Ticket-3586,Bug,Medium,In Progress,1,2025-12-31
TKT003587,PROJ000134,USR000183,Ticket-3587,Story,Low,Open,3,2025-06-04
TKT003588,PROJ000118,USR000615,Ticket-3588,Epic,Medium,Resolved,1,2026-02-21
TKT003589,PROJ000050,USR000584,Ticket-3589,Task,Low,Closed,12,2024-09-23
TKT003590,PROJ000070,USR000448,Ticket-3590,Bug,Medium,Open,10,2024-12-24
TKT003591,PROJ000109,USR000164,Ticket-3591,Task,Medium,Open,10,2026-03-30
TKT003592,PROJ000203,USR000212,Ticket-3592,Bug,Low,In Progress,1,2026-03-25
TKT003593,PROJ000195,USR000550,Ticket-3593,Story,Low,Closed,12,2025-04-18
TKT003594,PROJ000105,USR000559,Ticket-3594,Story,Medium,Open,3,2026-05-12
TKT003595,PROJ000086,USR000466,Ticket-3595,Improvement,Medium,Blocked,11,2026-06-18
TKT003596,PROJ000244,USR000245,Ticket-3596,Bug,Low,Resolved,13,2025-05-29
TKT003597,PROJ000187,USR000525,Ticket-3597,Task,High,Closed,12,2026-04-10
TKT003598,PROJ000017,USR000584,Ticket-3598,Task,High,Closed,6,2025-07-07
TKT003599,PROJ000141,USR000677,Ticket-3599,Bug,Critical,Closed,13,2025-08-06
TKT003600,PROJ000087,USR000351,Ticket-3600,Epic,Critical,Open,6,2024-11-05
TKT003601,PROJ000201,USR000294,Ticket-3601,Epic,Low,In Progress,4,2025-08-08
TKT003602,PROJ000118,USR000704,Ticket-3602,Improvement,Low,Resolved,12,2024-12-29
TKT003603,PROJ000071,USR000069,Ticket-3603,Epic,High,Closed,12,2025-10-16
TKT003604,PROJ000142,USR000347,Ticket-3604,Improvement,Medium,Blocked,11,2024-12-22
TKT003605,PROJ000068,USR000670,Ticket-3605,Bug,Critical,In Progress,11,2025-10-08
TKT003606,PROJ000032,USR000292,Ticket-3606,Improvement,High,Resolved,8,2024-12-23
TKT003607,PROJ000158,USR000343,Ticket-3607,Bug,Critical,In Progress,10,2024-10-01
TKT003608,PROJ000130,USR000575,Ticket-3608,Improvement,Low,Open,1,2026-04-14
TKT003609,PROJ000142,USR000080,Ticket-3609,Story,Medium,In Progress,1,2024-07-29
TKT003610,PROJ000075,USR000424,Ticket-3610,Bug,Low,Closed,8,2024-12-23
TKT003611,PROJ000178,USR000047,Ticket-3611,Bug,Low,Open,7,2025-11-03
TKT003612,PROJ000154,USR000561,Ticket-3612,Task,Critical,Closed,8,2024-11-28
TKT003613,PROJ000201,USR000304,Ticket-3613,Epic,Critical,Closed,10,2026-05-25
TKT003614,PROJ000050,USR000293,Ticket-3614,Task,Medium,Open,2,2025-02-16
TKT003615,PROJ000197,USR000717,Ticket-3615,Improvement,Low,Blocked,5,2025-05-06
TKT003616,PROJ000031,USR000600,Ticket-3616,Improvement,High,Blocked,9,2025-01-27
TKT003617,PROJ000024,USR000409,Ticket-3617,Task,Low,Closed,3,2024-08-22
TKT003618,PROJ000247,USR000393,Ticket-3618,Epic,High,Closed,3,2026-07-08
TKT003619,PROJ000098,USR000670,Ticket-3619,Task,Critical,Open,3,2025-02-21
TKT003620,PROJ000231,USR000779,Ticket-3620,Bug,Low,Open,6,2025-09-24
TKT003621,PROJ000156,USR000169,Ticket-3621,Task,Low,Blocked,13,2025-06-25
TKT003622,PROJ000166,USR000553,Ticket-3622,Story,Critical,Closed,3,2026-06-09
TKT003623,PROJ000189,USR000131,Ticket-3623,Improvement,Low,Closed,6,2024-12-03
TKT003624,PROJ000005,USR000505,Ticket-3624,Epic,Critical,Blocked,7,2025-05-10
TKT003625,PROJ000135,USR000362,Ticket-3625,Task,Critical,Blocked,1,2025-01-20
TKT003626,PROJ000209,USR000294,Ticket-3626,Story,Critical,Closed,10,2025-03-08
TKT003627,PROJ000125,USR000520,Ticket-3627,Task,Medium,In Progress,4,2024-11-18
TKT003628,PROJ000179,USR000184,Ticket-3628,Improvement,High,Blocked,12,2024-10-24
TKT003629,PROJ000046,USR000193,Ticket-3629,Bug,Medium,Open,3,2026-05-15
TKT003630,PROJ000091,USR000354,Ticket-3630,Epic,Low,Open,6,2026-02-18
TKT003631,PROJ000105,USR000760,Ticket-3631,Bug,High,Resolved,12,2024-08-07
TKT003632,PROJ000200,USR000258,Ticket-3632,Story,Medium,Open,5,2026-06-20
TKT003633,PROJ000163,USR000672,Ticket-3633,Epic,Low,Closed,10,2025-08-09
TKT003634,PROJ000110,USR000106,Ticket-3634,Epic,High,Open,1,2026-05-25
TKT003635,PROJ000210,USR000295,Ticket-3635,Story,Low,Closed,8,2025-10-02
TKT003636,PROJ000179,USR000504,Ticket-3636,Improvement,Low,Open,4,2024-12-27
TKT003637,PROJ000039,USR000042,Ticket-3637,Task,Medium,In Progress,10,2026-02-11
TKT003638,PROJ000156,USR000541,Ticket-3638,Improvement,Low,Closed,12,2025-12-26
TKT003639,PROJ000162,USR000678,Ticket-3639,Improvement,High,Blocked,9,2025-05-13
TKT003640,PROJ000071,USR000379,Ticket-3640,Story,Medium,Open,10,2025-10-30
TKT003641,PROJ000111,USR000603,Ticket-3641,Bug,High,Open,9,2025-02-27
TKT003642,PROJ000140,USR000661,Ticket-3642,Epic,Critical,Resolved,10,2024-08-29
TKT003643,PROJ000165,USR000095,Ticket-3643,Bug,Low,Blocked,9,2024-11-18
TKT003644,PROJ000184,USR000124,Ticket-3644,Task,Low,Closed,11,2026-04-09
TKT003645,PROJ000086,USR000480,Ticket-3645,Epic,Critical,Blocked,8,2026-06-09
TKT003646,PROJ000231,USR000079,Ticket-3646,Bug,High,Open,3,2025-09-27
TKT003647,PROJ000062,USR000460,Ticket-3647,Bug,Critical,Resolved,10,2026-07-14
TKT003648,PROJ000214,USR000682,Ticket-3648,Epic,Low,In Progress,4,2026-02-04
TKT003649,PROJ000090,USR000001,Ticket-3649,Bug,Low,Closed,1,2025-03-08
TKT003650,PROJ000026,USR000582,Ticket-3650,Story,Medium,Open,4,2025-06-01
TKT003651,PROJ000161,USR000083,Ticket-3651,Story,Critical,Blocked,4,2026-06-27
TKT003652,PROJ000229,USR000011,Ticket-3652,Epic,Critical,Closed,10,2024-10-19
TKT003653,PROJ000208,USR000760,Ticket-3653,Story,Medium,In Progress,13,2025-11-23
TKT003654,PROJ000237,USR000023,Ticket-3654,Epic,High,Closed,8,2024-10-20
TKT003655,PROJ000130,USR000155,Ticket-3655,Story,Critical,In Progress,9,2026-04-06
TKT003656,PROJ000155,USR000559,Ticket-3656,Epic,Critical,Closed,8,2025-08-25
TKT003657,PROJ000106,USR000080,Ticket-3657,Epic,Low,Resolved,11,2025-12-03
TKT003658,PROJ000193,USR000159,Ticket-3658,Epic,High,Blocked,13,2024-12-03
TKT003659,PROJ000136,USR000059,Ticket-3659,Bug,High,Open,7,2025-06-03
TKT003660,PROJ000224,USR000291,Ticket-3660,Story,Critical,In Progress,6,2024-09-10
TKT003661,PROJ000210,USR000482,Ticket-3661,Improvement,High,Closed,6,2024-07-28
TKT003662,PROJ000126,USR000476,Ticket-3662,Task,Low,In Progress,5,2026-06-17
TKT003663,PROJ000232,USR000388,Ticket-3663,Improvement,Medium,Blocked,13,2025-02-09
TKT003664,PROJ000188,USR000113,Ticket-3664,Bug,Low,Closed,13,2025-10-09
TKT003665,PROJ000249,USR000245,Ticket-3665,Story,Medium,Open,5,2025-04-26
TKT003666,PROJ000079,USR000322,Ticket-3666,Story,Critical,Closed,1,2024-11-28
TKT003667,PROJ000052,USR000376,Ticket-3667,Story,Critical,Blocked,11,2026-04-21
TKT003668,PROJ000133,USR000752,Ticket-3668,Improvement,Medium,In Progress,11,2024-09-18
TKT003669,PROJ000112,USR000213,Ticket-3669,Story,Medium,Resolved,8,2025-11-10
TKT003670,PROJ000245,USR000088,Ticket-3670,Task,High,Closed,13,2026-01-24
TKT003671,PROJ000064,USR000393,Ticket-3671,Epic,Critical,In Progress,11,2025-03-31
TKT003672,PROJ000245,USR000057,Ticket-3672,Improvement,High,Closed,13,2025-12-26
TKT003673,PROJ000011,USR000628,Ticket-3673,Story,Critical,Blocked,10,2025-09-27
TKT003674,PROJ000068,USR000531,Ticket-3674,Improvement,Low,In Progress,5,2026-01-09
TKT003675,PROJ000235,USR000524,Ticket-3675,Story,Medium,Closed,13,2024-11-09
TKT003676,PROJ000219,USR000101,Ticket-3676,Epic,Critical,In Progress,10,2024-12-16
TKT003677,PROJ000111,USR000143,Ticket-3677,Epic,Critical,In Progress,1,2025-03-07
TKT003678,PROJ000081,USR000041,Ticket-3678,Story,High,Blocked,1,2024-12-16
TKT003679,PROJ000223,USR000411,Ticket-3679,Task,High,Closed,7,2024-10-16
TKT003680,PROJ000160,USR000504,Ticket-3680,Epic,Medium,Closed,12,2025-01-04
TKT003681,PROJ000019,USR000651,Ticket-3681,Improvement,High,Blocked,3,2025-06-02
TKT003682,PROJ000032,USR000185,Ticket-3682,Epic,Critical,Blocked,4,2026-04-15
TKT003683,PROJ000249,USR000214,Ticket-3683,Epic,Medium,Blocked,4,2024-09-17
TKT003684,PROJ000164,USR000488,Ticket-3684,Task,Critical,Open,1,2025-01-24
TKT003685,PROJ000052,USR000349,Ticket-3685,Task,Low,Closed,7,2026-05-06
TKT003686,PROJ000186,USR000590,Ticket-3686,Task,Medium,Closed,10,2024-10-25
TKT003687,PROJ000054,USR000160,Ticket-3687,Story,Low,Open,5,2026-04-22
TKT003688,PROJ000204,USR000688,Ticket-3688,Story,Critical,Resolved,10,2024-08-27
